#KEY	SRR5045034_2	SRR5045035_2	SRR5045036_2	SRR5045037_2	SRR5045038_2	SRR5045039_2
Geneid	SRR5045034	SRR5045035	SRR5045036	SRR5045037	SRR5045038	SRR5045039
gene:SMU_1898	1099	1403	1085	830	670	625
gene:SMU_1899	30	32	34	24	12	13
gene:SMU_1900	844	1051	768	484	312	362
gene:SMU_1902c	968	1764	990	881	1369	1099
gene:SMU_1903c	304	385	137	94	111	285
gene:SMU_1904c	2015	2439	1075	1433	1002	1890
gene:SMU_1905c	177	195	93	158	59	89
gene:SMU_1906c	2723	1949	969	2809	749	1619
gene:SMU_1907	1132	776	390	780	307	933
gene:SMU_1908c	662	444	291	360	221	724
gene:SMU_1909c	3076	2802	1745	2564	1059	3572
gene:SMU_1910c	2673	2406	1386	2247	1149	2832
gene:SMU_1912c	1043	919	532	780	573	1280
gene:SMU_1913c	1297	1507	1000	1007	794	1574
gene:SMU_1914c	910	1002	721	1868	551	572
gene:SMU_1915	330	553	445	231	304	364
gene:SMU_1916	14518	23849	17079	6896	5401	4649
gene:SMU_1917	13680	19788	15264	6149	3633	1782
gene:SMU_1918	6149	12006	5230	2780	1885	3695
gene:SMU_1919	7276	13476	6625	5131	3135	4020
gene:SMU_191c	2805	3686	1715	1376	2526	2484
gene:SMU_1920	18244	30251	17035	13592	7226	10945
gene:SMU_1921	11437	16015	9990	8251	7724	6095
gene:SMU_1922	22353	29855	18129	12037	11163	14083
gene:SMU_1923c	9964	14832	9347	7067	6199	6282
gene:SMU_1924	7497	20246	7703	5789	8266	8941
gene:SMU_1925c	1452	3132	1159	926	1900	1825
gene:SMU_1926	1368	3568	1177	476	1006	1513
gene:SMU_1927	1169	3177	1279	477	351	489
gene:SMU_1928	5552	13314	6822	2561	1457	1781
gene:SMU_1929	10358	21239	12396	6588	4228	4075
gene:SMU_1930	8447	16241	10465	5394	6100	4779
gene:SMU_1931	1857	3836	1906	1387	1563	1617
gene:SMU_1933c	3393	5550	3291	3005	2153	2396
gene:SMU_1934c	7628	13137	7812	7160	4997	5090
gene:SMU_1935c	1457	2686	1545	1348	782	730
gene:SMU_1936c	2244	4622	2925	2172	1115	1043
gene:SMU_1937	3280	5892	4387	3678	2231	2410
gene:SMU_1938c	2135	3507	3125	2419	1174	1003
gene:SMU_1939c	3616	5410	5506	3014	1325	1464
gene:SMU_193c	267	338	143	202	301	248
gene:SMU_1940c	6353	7815	8621	4782	2910	2418
gene:SMU_1941	10347	11313	13556	6746	5774	4949
gene:SMU_1942c	34584	32554	40603	23022	46147	37382
gene:SMU_1943	25779	51629	29923	22062	14469	12548
gene:SMU_1945	2383	6536	3474	1045	622	468
gene:SMU_1946	1537	4666	2499	832	504	613
gene:SMU_1947	3775	9109	5812	2231	1540	872
gene:SMU_1948	4702	9015	4414	3549	5790	4595
gene:SMU_1949	6404	8503	5868	4854	3561	4223
gene:SMU_194c	438	549	276	374	629	355
gene:SMU_1950	2332	3583	2819	1479	1003	1386
gene:SMU_1951c	8141	6068	5702	3316	2824	3037
gene:SMU_1954	323104	116679	275256	277521	233504	186699
gene:SMU_1955	31194	11699	34630	23930	24070	19344
gene:SMU_1956c	30728	12878	23299	54781	64205	17257
gene:SMU_1957	88079	36760	72058	163993	143221	42720
gene:SMU_1958c	75555	31781	66491	159748	135035	46498
gene:SMU_195c	496	583	321	665	936	661
gene:SMU_1960c	22377	9802	23726	59052	66808	30760
gene:SMU_1961c	27003	13262	30329	63204	84908	58442
gene:SMU_1963c	5595	7443	5251	4202	3429	5660
gene:SMU_1964c	2048	2576	1834	1740	1468	1891
gene:SMU_1965c	4282	5277	3398	2839	2902	4600
gene:SMU_1966c	3436	4571	2751	2504	3373	3643
gene:SMU_1967	1072	1422	969	634	429	518
gene:SMU_1968c	579	750	515	354	284	183
gene:SMU_1969c	1048	1224	918	500	460	321
gene:SMU_196c	2019	2474	1404	2229	1349	1033
gene:SMU_1970c	3745	4560	3637	2699	2190	2068
gene:SMU_1971c	1646	2164	1599	1024	1226	737
gene:SMU_1972c	1899	2186	1782	1317	2131	1473
gene:SMU_1973	7326	9853	7542	6288	4872	5062
gene:SMU_1974	7717	9298	6793	6401	6034	7327
gene:SMU_1975c	8750	6931	8974	18245	40575	42313
gene:SMU_1976c	4444	4497	4373	7690	14704	22792
gene:SMU_1977c	4052	4493	3189	5512	10915	13934
gene:SMU_1978	32760	26893	22235	26248	26722	34081
gene:SMU_1979c	4939	5082	4354	3361	3787	5006
gene:SMU_197c	4289	4811	3396	4976	4248	3074
gene:SMU_1980c	202	190	166	107	82	91
gene:SMU_1981c	124	157	122	62	65	53
gene:SMU_1982c	135	119	135	69	26	45
gene:SMU_1983	161	157	192	98	76	65
gene:SMU_1984	99	91	90	68	52	42
gene:SMU_1985	363	348	359	266	243	173
gene:SMU_1987	794	551	573	652	354	224
gene:SMU_1988c	32693	22365	24470	24501	41635	26158
gene:SMU_1989	102820	222599	96269	66194	36893	39282
gene:SMU_198c	4361	4893	3318	4929	6307	4920
gene:SMU_1990	79776	150149	95186	56769	30064	20160
gene:SMU_1991	27272	23888	21081	19854	16327	17163
gene:SMU_1992	9097	15656	8909	6363	4521	3840
gene:SMU_1993	4282	3559	3289	2944	2539	3900
gene:SMU_1994	5145	3894	3993	4599	4161	5693
gene:SMU_1995c	2040	1446	1611	2299	3332	3438
gene:SMU_1996	2364	4149	2333	1334	1268	1381
gene:SMU_1997	169	380	115	111	110	111
gene:SMU_1999c	1202	2860	1256	731	1278	1488
gene:SMU_199c	354	366	199	308	500	463
gene:SMU_20	1496	3639	1542	999	640	1344
gene:SMU_2000	10798	34944	13593	8670	4405	4580
gene:SMU_2001	35334	111472	39315	21057	11412	11990
gene:SMU_2002	11302	34010	13224	8545	4087	3428
gene:SMU_2003	20920	59338	22462	13145	7863	6659
gene:SMU_2003a	9476	28032	9550	3530	2812	3162
gene:SMU_2004	17231	49758	18147	9323	7888	6603
gene:SMU_2005	4493	17637	3213	3765	3336	4189
gene:SMU_2006	35451	90029	25389	26417	26103	34617
gene:SMU_2007	11691	32248	8649	7887	5425	6565
gene:SMU_2008	4483	11161	3425	3674	2709	2280
gene:SMU_2009	11981	31515	9605	8590	4592	5516
gene:SMU_200c	220	143	116	228	66	53
gene:SMU_2010	9506	26899	8075	6798	4008	4657
gene:SMU_2011	16002	46667	13980	11569	8130	9827
gene:SMU_2012	10384	33290	9774	7879	5510	5710
gene:SMU_2014	6448	19537	6402	4254	3470	4478
gene:SMU_2015	10141	32166	10516	7937	4407	4690
gene:SMU_2016	7313	24321	7653	4406	2431	3059
gene:SMU_2017	6823	21193	6897	5400	2607	2348
gene:SMU_2018	5130	15913	4961	2984	1700	1699
gene:SMU_2019	2551	7388	2472	1535	758	933
gene:SMU_201c	1301	1315	847	1381	2891	1983
gene:SMU_2020	8027	25183	8940	6022	2493	2444
gene:SMU_2021	10670	31684	11133	7444	3102	2927
gene:SMU_2022	7315	21535	7526	4703	2162	1858
gene:SMU_2023c	6481	18577	6310	3673	1713	1370
gene:SMU_2024c	14903	41135	17910	11089	5863	3962
gene:SMU_2025	23099	62566	25926	15068	10192	7282
gene:SMU_2026c	5167	13097	6057	3892	2538	1131
gene:SMU_2027	39550	16489	28052	15979	27017	17300
gene:SMU_2028	49386	43394	48308	36210	25642	44015
gene:SMU_2029	47269	40992	38585	36885	38354	40918
gene:SMU_202c	936	1058	698	1359	1977	1272
gene:SMU_2030	4919	5044	4017	2996	2578	3152
gene:SMU_2031	27445	55197	29760	24343	17881	21311
gene:SMU_2032	29497	62597	34355	23892	20692	15348
gene:SMU_2033c	7476	15202	6133	3449	3706	4648
gene:SMU_2035	4247	4903	4951	9095	10524	11462
gene:SMU_2036	45256	46802	46416	33850	22964	19534
gene:SMU_2037	3775	2487	2759	4573	3144	3456
gene:SMU_2038	2963	2347	2711	4506	3799	4810
gene:SMU_2040	1388	1649	1158	1014	1063	1987
gene:SMU_2042	42144	54142	35375	27650	15194	17376
gene:SMU_2043c	4994	4474	4947	4176	2358	2010
gene:SMU_2044	31868	25659	29313	24809	18834	13677
gene:SMU_2046c	3818	3865	3630	3322	2686	3439
gene:SMU_2047	50604	45308	53915	76601	63229	79527
gene:SMU_2048	1631	1201	1573	2719	1986	2241
gene:SMU_2049c	5284	3890	4906	6846	5055	6150
gene:SMU_204c	261	285	150	444	562	278
gene:SMU_2050c	6689	4749	5863	9539	6321	7417
gene:SMU_2052c	1411	1061	948	1414	1205	1821
gene:SMU_2053c	36	27	34	29	32	41
gene:SMU_2054c	2617	2099	1953	3230	3234	4965
gene:SMU_2055	2547	2871	2397	1915	1702	1906
gene:SMU_2056	11582	12626	10255	7857	5452	7464
gene:SMU_2057c	5974	9449	5467	3428	3013	3897
gene:SMU_2058	2440	2925	1761	1242	1498	2098
gene:SMU_2059c	1307	2603	1408	860	899	873
gene:SMU_205c	1348	1304	1099	1518	1369	1205
gene:SMU_2060	11733	12594	8403	7096	7868	9128
gene:SMU_2061	11342	11478	7359	5924	7271	15555
gene:SMU_2063	4390	4370	3680	3551	2468	2524
gene:SMU_2064c	14457	15559	12541	13289	11451	12304
gene:SMU_2065	5016	9370	5421	3253	1703	2180
gene:SMU_2066c	14827	23933	15499	9048	4627	4561
gene:SMU_2067	5836	11477	6118	3808	3315	2124
gene:SMU_2069	964	1339	1006	831	907	1244
gene:SMU_206c	331	239	219	498	425	262
gene:SMU_2070	1610	2336	1773	1256	1018	1466
gene:SMU_2071	1037	1443	981	1419	957	1105
gene:SMU_2072c	611	925	729	781	315	361
gene:SMU_2073c	430	519	502	401	205	280
gene:SMU_2074	43090	60592	58941	46648	43193	53047
gene:SMU_2075c	16666	23358	15213	10854	10139	17275
gene:SMU_2076c	200	252	148	53	70	77
gene:SMU_2077c	6677	8684	7001	4992	4480	2962
gene:SMU_2078c	13702	17745	15018	8574	6431	5409
gene:SMU_2079c	13755	19615	14937	7048	5902	5360
gene:SMU_207c	681	601	585	1251	1094	716
gene:SMU_2080	1425	2487	1541	729	584	699
gene:SMU_2081	2072	3451	2412	1051	855	1086
gene:SMU_2083c	7922	10779	7805	5104	4339	4953
gene:SMU_2084c	19513	19648	21991	14245	15455	11125
gene:SMU_2085	22498	29378	21298	16591	11495	8705
gene:SMU_2086	10015	15756	9105	9124	6934	7350
gene:SMU_2087	3819	6052	3366	3521	3570	3543
gene:SMU_2088	5313	8086	4829	3276	3341	4174
gene:SMU_2089	9120	14867	8733	6159	6431	6484
gene:SMU_208c	1172	1159	1152	1946	1592	1190
gene:SMU_2090c	1782	2592	1289	1451	1546	2206
gene:SMU_2091c	25862	32878	20211	20476	18600	29843
gene:SMU_2092c	4847	5698	3626	2794	2887	4206
gene:SMU_2093	4481	5450	3666	2463	2771	4101
gene:SMU_2094c	980	1098	810	581	1237	2200
gene:SMU_2096c	531	551	361	350	605	833
gene:SMU_2097	3370	4556	2675	2048	2680	4002
gene:SMU_2098	16013	17856	12548	10720	8983	11609
gene:SMU_2099c	3493	3871	2449	2912	1873	2198
gene:SMU_209c	340	367	430	610	541	375
gene:SMU_21	119	256	92	31	43	128
gene:SMU_2100c	4737	5670	4418	3728	2741	3418
gene:SMU_2101	13421	16318	13471	11410	9449	10278
gene:SMU_2102	20938	18839	21386	14877	14033	11861
gene:SMU_2104	11677	26484	12260	5701	3993	3100
gene:SMU_2104a	36399	53983	36182	17584	12511	10290
gene:SMU_2105	14711	21785	12951	6269	5958	5050
gene:SMU_2106c	647	1018	527	343	450	1015
gene:SMU_2107c	963	1434	696	537	677	1011
gene:SMU_2108c	3597	5620	2748	2107	2336	3786
gene:SMU_2109	1249	3469	1129	698	422	541
gene:SMU_210c	569	555	410	728	1344	811
gene:SMU_2111c	725	859	664	500	586	650
gene:SMU_2112	22999	28195	24311	28227	22816	32109
gene:SMU_2113c	1141	1342	1049	796	849	1335
gene:SMU_2114c	874	1187	886	611	937	1333
gene:SMU_2115	472	658	464	321	310	478
gene:SMU_2116	15127	18053	16252	12014	7310	8553
gene:SMU_2117	9820	11747	10326	8359	6016	6739
gene:SMU_2118	14043	17973	14494	11416	7527	9219
gene:SMU_2119	8514	12130	10057	10888	9116	11007
gene:SMU_211c	59	73	47	73	87	73
gene:SMU_2120c	3846	5894	3263	2625	3378	4738
gene:SMU_2121c	912	1077	707	365	480	689
gene:SMU_2123	1175	1683	887	626	812	1378
gene:SMU_2124	1	0	0	0	1	0
gene:SMU_2125	531	959	499	375	412	482
gene:SMU_2126c	2235	3276	1853	1469	1376	1785
gene:SMU_2127	72478	30898	43924	66190	65250	92610
gene:SMU_2128	80175	56936	68168	97460	70012	66137
gene:SMU_2129c	1147	1807	1297	706	465	430
gene:SMU_212c	45	36	46	43	49	80
gene:SMU_2130	982	1213	933	809	664	925
gene:SMU_2131	50	46	26	17	28	31
gene:SMU_2133c	6581	7403	6230	4709	3646	3824
gene:SMU_2134	713	846	585	347	460	954
gene:SMU_2135c	26699	61073	29792	14988	15145	11311
gene:SMU_2136c	2527	7557	3639	888	1234	1365
gene:SMU_2137c	2121	5351	2127	698	605	1216
gene:SMU_2138	13086	26467	13019	8562	6432	9101
gene:SMU_2139c	2921	4835	2378	1681	1779	2480
gene:SMU_213c	37	50	39	48	56	61
gene:SMU_2140c	19716	34058	17473	14086	13592	13211
gene:SMU_2141	7756	13155	7460	5093	2919	2625
gene:SMU_2142	2351	3109	2649	1811	941	905
gene:SMU_2143c	8484	11454	9829	6087	3506	2143
gene:SMU_2146c	6157	9064	9530	7156	6414	11040
gene:SMU_2147c	25912	33755	31263	19671	15883	14821
gene:SMU_2148c	2057	4451	1930	943	649	1276
gene:SMU_2149c	2440	4719	2195	1713	1520	2045
gene:SMU_214c	60	45	42	28	57	57
gene:SMU_2150c	5293	10051	4735	3114	2707	4512
gene:SMU_2151	3476	5432	3245	3702	6235	8303
gene:SMU_2152c	8460	13812	8035	6956	9086	11730
gene:SMU_2153c	2877	5031	2569	1050	1555	2144
gene:SMU_2154c	5371	7524	4270	2086	3422	3009
gene:SMU_2155	3663	3614	3389	2967	4712	4954
gene:SMU_2156	10038	9554	7933	6168	8050	10509
gene:SMU_2157	23714	39821	21737	23090	16149	11867
gene:SMU_2158c	12459	15235	9434	9925	13514	12334
gene:SMU_2159	16986	19389	14678	15195	16735	28204
gene:SMU_215c	48	51	30	65	102	67
gene:SMU_2160	3722	5607	2515	1124	1382	2701
gene:SMU_2161c	3035	4019	2368	1513	2710	7467
gene:SMU_2162c	2399	3049	1760	2017	3525	6391
gene:SMU_2164	90307	82850	57298	55218	48517	34033
gene:SMU_2165	9117	10319	5670	4409	3199	2154
gene:SMU_2166	5815	16110	5964	3675	1707	1133
gene:SMU_2167	18504	52816	19323	13340	5536	3896
gene:SMU_216c	114	104	61	113	94	110
gene:SMU_217c	572	635	449	464	758	731
gene:SMU_218	1497	2425	1380	1262	2397	2042
gene:SMU_219	2811	5088	2652	1030	2149	3302
gene:SMU_22	333909	393531	328269	270367	286544	245110
gene:SMU_220c	10282	11138	7531	3301	4786	10730
gene:SMU_221c	6447	9122	5083	3411	3385	4026
gene:SMU_222c	3010	4091	2316	1733	2341	2645
gene:SMU_223c	1298	1505	718	360	642	1857
gene:SMU_224c	4361	5634	3209	3014	4172	6698
gene:SMU_225c	1079	1153	711	394	689	1612
gene:SMU_226c	35675	42243	32132	52925	101378	100367
gene:SMU_227c	12164	17915	10792	9845	11133	24769
gene:SMU_228	5047	6247	4219	3469	3298	4292
gene:SMU_229	29030	34385	24204	24745	17704	23574
gene:SMU_23	17893	21293	16266	15819	19779	32792
gene:SMU_231	46813	60103	44697	44610	34695	45152
gene:SMU_232	14510	18585	14064	12937	8503	10615
gene:SMU_233	50696	64982	53206	46771	31016	42994
gene:SMU_234	15037	20350	15520	10020	7137	7048
gene:SMU_235	25243	35658	24368	20724	23267	30028
gene:SMU_236c	7603	7247	5562	5233	9834	14875
gene:SMU_237c	5025	5918	4019	2664	1544	1245
gene:SMU_238c	2865	3019	2196	2170	1179	717
gene:SMU_239c	4809	3474	2132	1974	2063	1082
gene:SMU_24	7943	9169	7187	7859	11251	13875
gene:SMU_241c	5765	7919	6029	4468	3500	4953
gene:SMU_242c	11739	17931	13094	7570	6981	8678
gene:SMU_243	1467	2045	1696	1441	1306	1765
gene:SMU_244	1157	1708	1354	967	783	977
gene:SMU_245	7197	10952	6332	4512	5182	5176
gene:SMU_246	9476	15463	9688	5961	3927	4936
gene:SMU_247	18696	16609	21307	13621	8481	5758
gene:SMU_248	28611	25253	27078	19204	10927	8219
gene:SMU_249	26441	25453	21660	16341	9511	8970
gene:SMU_25	3471	4511	3201	1903	2128	3264
gene:SMU_250	6765	6873	5462	4766	3476	2742
gene:SMU_251	37195	41014	27563	23239	16525	16224
gene:SMU_252	12683	5158	9177	19622	27411	48146
gene:SMU_253	10633	8271	7174	7900	7207	9471
gene:SMU_255	56907	60323	48628	56209	76166	136371
gene:SMU_256	8522	11063	8301	6662	4248	4871
gene:SMU_257	8835	10353	8203	6123	3910	4835
gene:SMU_258	11800	15069	11244	9495	6193	8211
gene:SMU_259	11362	16117	10135	8012	5379	7355
gene:SMU_26	8940	11411	9387	7363	7199	7149
gene:SMU_260	9248	10248	11936	6113	5220	5674
gene:SMU_261c	578	906	711	448	452	796
gene:SMU_262	225	637	268	156	76	84
gene:SMU_263	299	779	321	114	72	90
gene:SMU_264	315	750	363	157	61	85
gene:SMU_265	286	645	440	158	95	82
gene:SMU_267c	10426	15868	12815	6001	3949	4137
gene:SMU_268	16958	24289	17055	13171	10886	12667
gene:SMU_27	1512	1860	1481	1444	1438	1326
gene:SMU_270	1034	986	1746	2220	1780	2284
gene:SMU_271	4073	4211	4558	3125	3216	3164
gene:SMU_272	3872	3953	4199	2616	1802	1511
gene:SMU_273	2774	2736	2526	2538	1278	752
gene:SMU_274	3222	3383	2810	3019	1413	1011
gene:SMU_275	4427	5383	4141	3916	3190	3570
gene:SMU_276c	24	39	37	1	10	10
gene:SMU_277	4637	11415	5168	5412	4032	2801
gene:SMU_278	2948	6684	3050	3652	1810	1336
gene:SMU_279	216	493	248	117	69	147
gene:SMU_28	351	428	286	262	170	105
gene:SMU_281	739	1564	767	650	375	573
gene:SMU_283	787	1753	736	604	456	746
gene:SMU_284	617	1305	606	426	364	666
gene:SMU_285	529	1119	479	347	290	453
gene:SMU_286	55765	80493	54158	50955	44044	59426
gene:SMU_287	23806	35497	21029	17290	15330	20978
gene:SMU_289	7488	6369	5649	5736	6148	9587
gene:SMU_29	14851	6216	13777	9780	12940	7379
gene:SMU_290	2276	2308	2225	2741	2050	2310
gene:SMU_291	39038	36721	35090	33997	28873	36722
gene:SMU_292	1502	2390	1117	821	594	646
gene:SMU_293	749	969	551	434	273	309
gene:SMU_294	355	732	459	212	209	158
gene:SMU_295	323	487	319	172	121	80
gene:SMU_296	753	1491	871	565	469	277
gene:SMU_297	26777	26796	25342	18195	11561	13574
gene:SMU_298	8192	9116	7208	5388	4430	6396
gene:SMU_299c	1576	2825	2094	2458	2618	2380
gene:SMU_30	47040	27187	50244	45610	26924	17043
gene:SMU_300	2196	4654	1973	1253	591	412
gene:SMU_301	1380	2505	1236	656	411	595
gene:SMU_302	1760	3217	1743	1112	782	1160
gene:SMU_303	7831	9679	7926	5950	5234	7427
gene:SMU_304	4846	5764	4535	3658	2853	4260
gene:SMU_305	5903	7163	5732	3788	2917	4366
gene:SMU_307	45600	50421	40132	37689	34666	40533
gene:SMU_308	658	909	498	493	384	500
gene:SMU_309	1356	2008	1105	998	809	1078
gene:SMU_31	4469	3439	5670	2822	1807	1873
gene:SMU_310	282	402	266	232	152	162
gene:SMU_311	430	661	416	359	249	263
gene:SMU_312	619	1013	607	575	302	434
gene:SMU_313	226	335	165	178	85	143
gene:SMU_314	181	230	126	135	70	71
gene:SMU_317	2975	4641	2997	2977	1728	774
gene:SMU_318	7812	11350	6318	7112	4718	3820
gene:SMU_32	13974	11960	16059	16695	10062	8168
gene:SMU_320	3114	4112	2949	2083	1664	1462
gene:SMU_321	3998	5323	3852	2416	1433	1499
gene:SMU_322c	10873	15552	10206	6851	4791	6440
gene:SMU_323	12213	16939	11737	8288	6129	7685
gene:SMU_325	2004	2699	1766	1813	1188	1492
gene:SMU_326	1285	1691	1242	1209	720	800
gene:SMU_327	6224	8688	5891	5395	2817	2865
gene:SMU_328	7428	11904	7849	4908	3555	3048
gene:SMU_329	9932	17402	11402	8980	4446	6133
gene:SMU_33	1968	1765	1842	1725	868	620
gene:SMU_330	21441	26306	23572	15226	10852	11675
gene:SMU_331	9675	12049	9103	6390	3778	5939
gene:SMU_332	7955	10273	7592	4854	3030	5366
gene:SMU_333	24846	38639	25794	17369	23502	36253
gene:SMU_334	10108	13586	8605	8135	9479	11154
gene:SMU_335	5389	10089	4744	3561	2480	2610
gene:SMU_336	3504	5071	3765	3128	3109	3531
gene:SMU_337	11326	14600	11399	9115	7464	9911
gene:SMU_338	16089	21356	14809	11150	8158	12088
gene:SMU_339	8783	12565	8299	4847	4360	9188
gene:SMU_34	10352	9871	10066	12283	6980	4714
gene:SMU_340	15335	35667	18606	11673	14361	13963
gene:SMU_341	7563	10336	7811	6490	4846	5371
gene:SMU_342	6292	8303	5585	5362	5535	6540
gene:SMU_343	3210	4658	2931	2576	1818	2624
gene:SMU_344	1346	2227	1297	935	679	899
gene:SMU_345c	1260	2225	1113	826	742	991
gene:SMU_346	1458	2523	1225	945	514	604
gene:SMU_348	6770	7931	5893	4172	3577	3008
gene:SMU_349	16048	17558	13195	9382	6023	6772
gene:SMU_35	12513	12591	12070	12995	9188	8266
gene:SMU_350	7137	7426	5283	4001	3158	3848
gene:SMU_351	7855	8201	7226	6381	7628	12964
gene:SMU_352	6394	6806	6256	7016	7169	10673
gene:SMU_353	5525	6332	5146	4646	3548	6388
gene:SMU_354	12190	14221	9818	8690	6461	12743
gene:SMU_355	8298	9763	7198	6523	5320	8458
gene:SMU_356	13196	18866	11548	7871	7283	8958
gene:SMU_357	55923	107930	52567	30369	20731	14953
gene:SMU_358	48573	87545	45877	30991	19351	14440
gene:SMU_359	140352	233721	118890	86257	54990	49840
gene:SMU_36	13310	13965	13306	12810	9060	7712
gene:SMU_360	451527	368800	595239	964522	801760	863608
gene:SMU_361	44820	44108	51760	51325	33801	34853
gene:SMU_362	861	1118	893	619	544	618
gene:SMU_363	18446	29679	21118	16784	16258	14641
gene:SMU_364	57356	84095	75867	68278	44192	32785
gene:SMU_365	17503	23596	23023	19618	8967	7675
gene:SMU_366	4145	6064	3542	4120	2066	1760
gene:SMU_367	4578	5865	3985	4912	2537	717
gene:SMU_368c	36969	51472	30739	22892	18020	24896
gene:SMU_369c	2285	3356	1794	1003	1112	1542
gene:SMU_37	32988	35815	34831	38318	25815	21587
gene:SMU_370	530	886	659	277	312	251
gene:SMU_371	427	734	638	251	187	235
gene:SMU_372	546	943	576	218	208	475
gene:SMU_373	359	631	458	206	166	233
gene:SMU_374	296	659	383	234	188	210
gene:SMU_375	358	840	432	185	139	360
gene:SMU_376	543	1248	680	509	331	558
gene:SMU_378	58	161	63	32	22	70
gene:SMU_379	28	48	46	27	24	32
gene:SMU_381c	22008	25847	22831	14345	10628	8928
gene:SMU_382c	328	675	407	208	156	185
gene:SMU_383c	473	770	443	259	196	167
gene:SMU_384	1124	1596	1104	662	1150	1016
gene:SMU_385	1814	2710	2046	1304	902	733
gene:SMU_386	1606	2484	1627	666	427	441
gene:SMU_387	2975	4710	3460	1948	1185	1389
gene:SMU_388	5527	9733	5676	3919	4310	6449
gene:SMU_389	1054	1782	909	422	426	545
gene:SMU_38c	608	708	624	685	668	871
gene:SMU_39	716	997	580	449	644	1045
gene:SMU_390	2	4	2	3	2	0
gene:SMU_391c	13706	26688	12656	12373	20121	34083
gene:SMU_392c	4050	7461	5588	3148	1961	1759
gene:SMU_393	3782	7118	3693	3976	7121	8284
gene:SMU_394c	3272	4473	3061	3184	4452	5174
gene:SMU_395	12223	11390	11550	12017	10299	14185
gene:SMU_396	4685	19998	10482	5455	2683	1635
gene:SMU_399	3692	5912	4224	2806	2417	2353
gene:SMU_40	1084	1266	660	604	479	131
gene:SMU_400	5303	9805	7439	4714	3259	3895
gene:SMU_401c	2392	4489	3393	2184	1560	2018
gene:SMU_402	1453446	675897	914463	1263312	1127997	1106834
gene:SMU_403	12488	9983	9125	7914	5983	6496
gene:SMU_404c	3211	2996	2658	1794	1428	1750
gene:SMU_405c	4176	3626	3145	2652	2304	2511
gene:SMU_406c	6502	7937	5348	3554	3372	3976
gene:SMU_407	741	1228	744	453	340	281
gene:SMU_408	16084	24769	13155	9982	7190	7518
gene:SMU_409	3246	5931	3386	2875	2205	1667
gene:SMU_41	152	161	102	114	76	9
gene:SMU_410	7789	13049	7643	5460	4303	4879
gene:SMU_411c	7407	7494	6438	3878	5748	10774
gene:SMU_412c	6442	7380	7071	4750	4700	8295
gene:SMU_413	3625	4751	3530	4128	4698	5510
gene:SMU_414	4398	5989	3873	2377	1821	3196
gene:SMU_415	8855	10614	8506	6332	5830	7852
gene:SMU_416	6672	8579	5993	5792	6439	8467
gene:SMU_417	5748	9880	6247	3850	3153	2400
gene:SMU_418	13545	24210	14616	10264	7246	6398
gene:SMU_419	1905	3505	2018	1243	803	743
gene:SMU_42	2376	3684	2330	1709	1996	1632
gene:SMU_420	1921	4008	1940	1118	843	880
gene:SMU_421	30704	59940	31026	25719	18357	17917
gene:SMU_422	1741	4672	1599	1257	1128	1258
gene:SMU_423	273	516	328	343	166	314
gene:SMU_424	9379	2387	5337	6784	6396	3673
gene:SMU_426	53333	14556	24579	33356	23108	14072
gene:SMU_427	5639	1859	2068	2990	3257	2170
gene:SMU_428	11564	11543	9326	8664	7207	7866
gene:SMU_429c	903	1314	846	613	494	432
gene:SMU_43	4610	5869	4004	2311	3716	5050
gene:SMU_431	1070	1193	845	948	849	683
gene:SMU_432	1151	1311	875	831	650	702
gene:SMU_433	4447	7897	4152	2755	3755	3901
gene:SMU_434	3915	6523	3276	2685	3357	3295
gene:SMU_435	6520	5435	6789	10055	8170	8255
gene:SMU_436c	25	31	15	15	15	13
gene:SMU_438c	7458	12521	7568	7445	5643	6876
gene:SMU_439	420	662	398	257	383	669
gene:SMU_44	3006	3830	2495	1618	2029	2746
gene:SMU_440	2919	1352	2877	4391	2683	2234
gene:SMU_441	5005	2101	4953	7802	6030	4921
gene:SMU_442	11889	5705	11134	13950	13476	11731
gene:SMU_444	392	524	412	308	304	497
gene:SMU_445	5836	7017	6142	4938	4135	6619
gene:SMU_446	16198	20791	17915	14375	10717	15746
gene:SMU_447	2968	3738	3259	2279	1614	2667
gene:SMU_448	8679	11627	8964	12448	28821	36537
gene:SMU_449	4747	5594	4384	5060	4473	5188
gene:SMU_45	10028	11872	5573	3044	4992	8425
gene:SMU_450	10918	12037	9730	11978	8971	9288
gene:SMU_451	426	574	363	423	386	397
gene:SMU_453	21548	29234	19815	12293	13226	10252
gene:SMU_454	1994	3173	1863	850	743	614
gene:SMU_455	19047	29036	18994	10998	7500	7597
gene:SMU_456	8081	12856	7467	5062	2839	3618
gene:SMU_457	834	1417	855	339	291	435
gene:SMU_458	15053	12178	14822	14469	14519	16034
gene:SMU_459	10209	8338	9419	7224	7573	4338
gene:SMU_46	3909	5547	2159	1346	2964	4094
gene:SMU_460	11741	9648	10273	8363	7289	5826
gene:SMU_461	8950	8555	9150	8413	6262	5836
gene:SMU_462	694	1206	793	182	139	202
gene:SMU_463	17371	22545	23389	13703	8836	3752
gene:SMU_464	12238	14709	12618	10644	8402	7878
gene:SMU_465	4289	5638	4239	3792	2260	2351
gene:SMU_466	10425	13163	10339	8486	5013	5881
gene:SMU_467	41650	51826	39847	31491	28210	34985
gene:SMU_469	13868	18047	12301	11478	18680	27097
