#KEY	SRR5045034_2	SRR5045035_2	SRR5045036_2	SRR5045037_2	SRR5045038_2	SRR5045039_2
Geneid	SRR5045034	SRR5045035	SRR5045036	SRR5045037	SRR5045038	SRR5045039
gene:SMU_1386	4348	6257	3376	3011	2852	3843
gene:SMU_1387	8309	8291	8025	5744	5085	6795
gene:SMU_1388	10223	9883	9620	6907	5958	8221
gene:SMU_1389	18072	16084	16736	16159	13534	19147
gene:SMU_139	8744	9553	8030	7830	5791	2823
gene:SMU_1390	2998	6606	2751	1507	1152	1259
gene:SMU_1391c	8602	13177	6926	5781	6559	13496
gene:SMU_1392c	3249	4079	2471	1582	1266	1491
gene:SMU_1393c	4490	5396	3936	3270	3143	3697
gene:SMU_1394	12268	13735	11629	9923	7894	7767
gene:SMU_1395c	514	759	601	123	114	180
gene:SMU_1396	41909	59427	58300	32971	26142	25527
gene:SMU_1397c	3633	4624	4217	5098	8522	10736
gene:SMU_1398	12714	10247	8195	11223	25100	36609
gene:SMU_1399	27	2	9	36	62	22
gene:SMU_14	13168	15023	11305	8291	10248	4157
gene:SMU_140	10191	13163	11000	9163	7471	5065
gene:SMU_1400c	4121	1825	3224	8362	7828	8630
gene:SMU_1402c	1504	1938	999	465	430	1480
gene:SMU_1403c	1247	1625	1025	1091	902	1481
gene:SMU_1404c	3534	4353	2552	2102	1945	3633
gene:SMU_1405c	12976	17276	8342	6640	8350	13640
gene:SMU_1406c	3507	4370	2711	2791	2663	3573
gene:SMU_1407c	64	77	68	44	25	53
gene:SMU_1408c	61	97	64	45	25	34
gene:SMU_1409c	1563	1375	1892	1988	1756	3485
gene:SMU_141	4744	6455	5794	4308	3928	2843
gene:SMU_1410	217	593	279	168	115	167
gene:SMU_1411	421	864	513	209	144	184
gene:SMU_1412c	6089	13140	7697	3241	2241	2360
gene:SMU_1414c	3917	4627	3074	3038	3901	4999
gene:SMU_1415c	4825	6241	4331	3436	2413	2986
gene:SMU_1416c	3311	3895	2778	2086	1495	1778
gene:SMU_1417c	2507	3106	2121	1608	1123	1119
gene:SMU_1418	4129	5375	3632	2956	2178	1433
gene:SMU_1419	5091	7628	4813	2822	1974	2391
gene:SMU_1420	3680	4348	3699	2647	1908	2274
gene:SMU_1421	60390	17283	32599	35023	22149	13506
gene:SMU_1422	31075	7409	15677	21554	12100	6711
gene:SMU_1423	28513	4897	13216	21861	13641	8519
gene:SMU_1424	22104	2968	11991	24613	20214	16222
gene:SMU_1425	38608	9879	17869	29229	33510	44558
gene:SMU_1426c	37630	29462	26575	43061	44989	52992
gene:SMU_1427c	16307	12041	11600	13852	11817	16630
gene:SMU_1428c	9607	7338	7868	10961	10940	15024
gene:SMU_1429	6035	9499	6260	3981	3391	2952
gene:SMU_1430	3665	5640	3683	2494	2491	2475
gene:SMU_1431c	14589	20133	13718	10304	9502	13133
gene:SMU_1432c	5346	13579	7929	4045	2457	3164
gene:SMU_1434c	6798	14855	9340	5466	2661	3067
gene:SMU_1435c	878	1889	1052	348	196	400
gene:SMU_1436c	4259	7685	4954	2613	1636	1959
gene:SMU_1437	12183	19780	13695	10620	8784	7571
gene:SMU_1438c	1779	3915	1769	876	681	470
gene:SMU_143c	31797	23424	25775	14519	10083	9048
gene:SMU_1442c	25843	27981	21346	20351	29604	41821
gene:SMU_1443c	25276	27193	21059	16765	17652	24425
gene:SMU_1444c	33614	42068	26706	20324	17163	17853
gene:SMU_1445c	6904	9970	6158	4504	3275	4354
gene:SMU_1446c	6813	9583	6309	5498	4890	6036
gene:SMU_1447c	7378	10478	6561	8220	10611	13121
gene:SMU_1449	4716	5618	5204	2850	2506	2823
gene:SMU_144c	29114	16002	24872	14326	11264	7365
gene:SMU_145	604	2654	602	255	177	206
gene:SMU_1450	17910	26447	18206	13161	11333	11276
gene:SMU_1451	15598	11438	9828	8896	5688	4486
gene:SMU_1452	39450	30299	32366	24318	18118	15241
gene:SMU_1453c	4133	4437	4144	2635	2058	2848
gene:SMU_1454c	4496	5019	4101	3260	2736	3925
gene:SMU_1455	1704	1979	1603	1293	1078	1655
gene:SMU_1456c	179	200	105	86	78	103
gene:SMU_1457	16186	18091	14145	14580	12097	15623
gene:SMU_1459c	2883	3084	2641	2338	1689	1973
gene:SMU_1460	6114	6894	5817	5289	4309	4826
gene:SMU_1461	14486	15455	14276	14789	18467	23271
gene:SMU_1462c	3169	5126	3483	2326	1759	2690
gene:SMU_1463c	1446	2172	1797	1003	599	710
gene:SMU_1464c	1434	2023	1570	968	497	583
gene:SMU_1465c	3374	4862	3536	3591	2661	3209
gene:SMU_1466	8381	11225	8212	6306	4791	5908
gene:SMU_1467	4963	7387	6076	3530	2814	2241
gene:SMU_1470c	2165	2283	1956	1729	1465	2193
gene:SMU_1471c	1771	1974	1634	1239	1033	1386
gene:SMU_1472	8418	16742	9892	4862	3003	3389
gene:SMU_1473c	4408	6131	4598	2249	1461	1979
gene:SMU_1474c	4676	5473	4691	2757	1488	1570
gene:SMU_1475c	2994	3266	3095	1615	1174	700
gene:SMU_1476c	26565	33919	25582	19440	20224	17570
gene:SMU_1477	2734	3713	2685	2154	1853	1555
gene:SMU_1479	15572	21524	22621	11009	11643	13931
gene:SMU_148	26416	13583	59690	73931	45063	56104
gene:SMU_1480	7709	8494	7584	4803	5078	5764
gene:SMU_1482c	3676	3727	3749	3070	2328	2875
gene:SMU_1483c	2648	2523	2770	2579	1916	2112
gene:SMU_1484c	7055	7163	7077	6177	4527	6205
gene:SMU_1485c	3960	4234	3661	3547	3147	3690
gene:SMU_1486c	1159	1287	1141	1380	994	1255
gene:SMU_1487	1122	1395	998	1263	789	884
gene:SMU_1488c	171	161	232	177	111	126
gene:SMU_1489	537	535	676	440	377	455
gene:SMU_149	774	581	1150	1461	995	978
gene:SMU_1490	1659	1270	2233	1768	1699	1641
gene:SMU_1491	1018	932	1463	1204	951	857
gene:SMU_1492	122	52	276	219	155	197
gene:SMU_1493	371	192	607	533	521	653
gene:SMU_1494	264	188	569	432	462	669
gene:SMU_1495	163	55	254	178	170	214
gene:SMU_1496	39	29	108	82	92	133
gene:SMU_1498	728	754	994	765	845	1018
gene:SMU_1499	9541	14262	8844	6708	4911	5462
gene:SMU_15	77106	97782	70508	40140	28237	21664
gene:SMU_150	259	357	312	299	147	258
gene:SMU_1500	7573	9973	6812	4563	4176	3815
gene:SMU_1502c	2246	7148	2251	1474	2122	965
gene:SMU_1504c	39	136	48	17	16	14
gene:SMU_1505c	39	90	43	26	15	14
gene:SMU_1506c	487	1146	412	230	192	277
gene:SMU_1507c	162	297	109	51	34	73
gene:SMU_1508c	566	1166	447	397	367	303
gene:SMU_1509	1830	3074	1337	787	1167	1642
gene:SMU_151	191	252	229	378	198	260
gene:SMU_1510	17966	34898	19381	12856	7728	9963
gene:SMU_1511c	3271	5942	2966	1677	1207	1417
gene:SMU_1512	8492	15359	8925	5600	4684	4810
gene:SMU_1513	32833	42678	28829	20659	14591	15735
gene:SMU_1514	5199	6560	5069	3172	3273	3038
gene:SMU_1515	17229	20835	12975	8630	6123	7062
gene:SMU_1516	22788	27782	21132	12620	7923	7787
gene:SMU_1517	21135	24382	18550	14307	13068	11685
gene:SMU_1519	14483	16817	18644	13627	11621	11035
gene:SMU_152	273	356	269	223	194	235
gene:SMU_1520	15579	17539	19281	13414	11309	11845
gene:SMU_1521	16355	16960	20637	14838	10153	11171
gene:SMU_1522	15294	15743	18739	11530	9699	12504
gene:SMU_1523	9335	10129	7580	5351	4283	4770
gene:SMU_1524c	1548	1744	1512	969	682	739
gene:SMU_1525	17365	20015	16542	12462	10873	13276
gene:SMU_1526c	836	1017	644	241	367	825
gene:SMU_1527	9484	25245	9640	7371	4137	4897
gene:SMU_1528	39858	101706	42932	32636	18446	25505
gene:SMU_1529	21809	52559	24557	17061	9217	12165
gene:SMU_153	182	289	236	186	102	176
gene:SMU_1530	45719	103504	54177	38148	20989	25166
gene:SMU_1531	10843	22743	13039	7446	5233	5893
gene:SMU_1532	12875	27794	16464	11206	8006	7605
gene:SMU_1533	24064	51139	30005	15423	13269	15021
gene:SMU_1534	7601	17959	9428	5570	5411	5099
gene:SMU_1535	149481	70760	212095	193777	130183	139976
gene:SMU_1536	53824	19727	74191	91908	56647	57669
gene:SMU_1537	23910	8689	31124	43545	26217	28611
gene:SMU_1538	27060	10184	30784	49549	29343	36465
gene:SMU_1539	23458	7857	23645	54045	31305	46402
gene:SMU_154	26710	37406	22382	24193	43954	42297
gene:SMU_1541	28328	21542	25607	26305	19390	27905
gene:SMU_1542c	8750	6668	9120	10063	6904	6982
gene:SMU_1543	17858	14845	18784	19258	14604	16687
gene:SMU_1545c	3009	9504	2778	1809	1337	1028
gene:SMU_1546	1410	1911	1423	1091	1148	2189
gene:SMU_1547c	2253	3393	2242	1811	1175	1280
gene:SMU_1548c	4921	7390	4921	4279	3071	3418
gene:SMU_155	10750	15850	11380	9124	5746	4687
gene:SMU_1550c	618	970	631	484	412	474
gene:SMU_1551c	246	357	197	147	75	61
gene:SMU_1552c	91	128	69	51	20	17
gene:SMU_1553c	30	29	15	24	6	8
gene:SMU_1554c	71	102	60	43	15	21
gene:SMU_1555c	13582	13521	10249	6342	5790	8767
gene:SMU_1556	15432	15728	13103	9902	5659	6301
gene:SMU_1557c	10269	7881	8325	6853	5465	5050
gene:SMU_1558c	3517	2562	2378	1838	1319	1421
gene:SMU_156	1983	3034	2131	1378	937	1075
gene:SMU_1560	1929	1777	1595	1254	953	1057
gene:SMU_1561	12835	9377	9214	9419	5995	5524
gene:SMU_1562	11194	8007	8777	9107	5103	4519
gene:SMU_1563	63519	42155	58201	54693	42310	37508
gene:SMU_1564	27675	20595	25120	26181	23303	30844
gene:SMU_1565	13299	10155	12460	14215	12019	16656
gene:SMU_1566	20789	19119	22125	13585	9684	7515
gene:SMU_1568	13002	10030	16598	18715	18836	35541
gene:SMU_1569	5074	3206	5997	5858	3885	5555
gene:SMU_157	3083	4946	3306	2760	1605	1711
gene:SMU_1570	3848	2276	4533	3941	2789	3374
gene:SMU_1571	8244	4744	9625	8822	7047	7399
gene:SMU_1572	12791	20017	12371	8144	4219	2177
gene:SMU_1573	8033	13665	8235	7499	5369	4322
gene:SMU_1574c	13891	17976	10728	6817	8123	12916
gene:SMU_1575c	538	721	476	114	177	489
gene:SMU_1576c	9451	12512	8346	3881	4815	7543
gene:SMU_1577c	15476	15457	12729	6710	14837	19984
gene:SMU_1578	4521	4786	4158	4380	3217	4268
gene:SMU_1579	1449	1694	1364	1023	1104	1488
gene:SMU_158	5650	10044	5872	5229	3257	4308
gene:SMU_1581	37341	36751	32158	27114	22722	32728
gene:SMU_1582c	3599	3894	3579	3952	3857	3902
gene:SMU_1584c	628	971	571	491	315	277
gene:SMU_1585c	1799	2953	1607	982	985	1217
gene:SMU_1586	43850	56262	34830	28682	19566	26403
gene:SMU_1587c	15149	20839	12616	10733	10902	14195
gene:SMU_1588c	41461	39377	33335	34954	24867	29101
gene:SMU_1589c	29676	28981	24200	26888	21582	25841
gene:SMU_159	2239	3851	2236	2229	1260	1783
gene:SMU_1590	12664	9305	8052	11471	7466	6847
gene:SMU_1591	40862	23584	28802	43859	43759	50909
gene:SMU_1592	6128	8319	7084	6232	5713	7644
gene:SMU_1593c	15659	13410	9865	14049	15692	14537
gene:SMU_1595	2104	5914	2084	1323	1067	734
gene:SMU_1596	1228	692	1902	2253	2143	3277
gene:SMU_1597c	164	85	259	73	112	554
gene:SMU_1598	177	111	276	435	363	722
gene:SMU_1599	928	527	1623	2257	2132	4393
gene:SMU_16	2747	5119	3051	1669	990	891
gene:SMU_160	5737	8294	4829	4725	2981	3878
gene:SMU_1600	162	95	320	370	354	1268
gene:SMU_1601	1384	1527	1663	1835	1442	2249
gene:SMU_1602	7264	9139	10271	6317	5462	5952
gene:SMU_1603	9297	11222	11188	7011	9488	11242
gene:SMU_1604c	737	994	773	598	1330	2091
gene:SMU_1605	2353	4963	2247	1522	831	1026
gene:SMU_1606	756	1444	735	640	293	270
gene:SMU_1607	5754	9397	5630	4238	2589	1971
gene:SMU_1609c	6463	11068	5283	5175	9271	7327
gene:SMU_161	4516	6481	3550	3280	2656	3399
gene:SMU_1610	599	879	457	300	235	231
gene:SMU_1611c	6607	9313	6135	4573	3289	2501
gene:SMU_1612c	8497	7984	7560	6260	4613	5360
gene:SMU_1613c	5542	4471	4738	4076	2909	3513
gene:SMU_1614	5766	4831	5854	5944	4086	4769
gene:SMU_1615c	3394	2868	2784	3065	1887	2293
gene:SMU_1616c	3152	2845	2418	2545	1827	2013
gene:SMU_1617	4374	4074	3903	3810	3096	3497
gene:SMU_1618	1792	1928	1747	1454	1880	3246
gene:SMU_1619c	4978	4888	4636	4389	5026	9027
gene:SMU_1620	6401	9857	6463	4529	3553	4062
gene:SMU_1621c	709	1004	543	540	604	669
gene:SMU_1622	1512	2830	1253	1252	1285	1177
gene:SMU_1623c	5890	9948	4857	4187	3307	3738
gene:SMU_1624	8520	12370	6684	5968	6078	8239
gene:SMU_1625	14421	23392	13986	10052	8440	11664
gene:SMU_1626	33301	77940	40033	23625	15325	8044
gene:SMU_1627	37819	85368	45216	24939	20550	11358
gene:SMU_1628	2234	2188	1778	2663	3291	3662
gene:SMU_1629c	19650	21973	17163	15699	12075	11128
gene:SMU_162c	4527	6795	4143	2801	2043	2526
gene:SMU_1631	1232	1877	1175	809	593	609
gene:SMU_1632	9667	16932	8629	7608	5266	7548
gene:SMU_1633c	3201	5263	2782	2399	1959	2335
gene:SMU_1634c	7572	12362	6534	4449	3502	4173
gene:SMU_1635	26244	37476	22331	19536	15881	14490
gene:SMU_1636c	5803	10404	5305	3130	1872	2145
gene:SMU_1637c	2503	3823	2245	1422	922	1030
gene:SMU_1638c	1743	2753	1534	853	724	887
gene:SMU_1639	24756	36185	23831	19302	13824	12444
gene:SMU_163c	2355	3617	2149	1549	1101	1159
gene:SMU_164	4040	5765	3721	3213	2667	3220
gene:SMU_1641c	87614	68505	63381	84775	130881	175965
gene:SMU_1642c	1141	1331	902	933	729	783
gene:SMU_1643c	664	813	676	571	493	682
gene:SMU_1644c	6445	9787	7234	6267	10961	14749
gene:SMU_1645	43493	35787	36900	22272	22393	14757
gene:SMU_1646c	8578	6569	7201	9559	10983	11743
gene:SMU_1647c	3455	3036	2837	3611	3122	3720
gene:SMU_1648c	864	1080	762	484	495	501
gene:SMU_1649	18334	19283	21522	10887	7870	5763
gene:SMU_165	5907	7845	4973	4566	3883	4896
gene:SMU_1650	5327	4212	4400	3647	3726	3321
gene:SMU_1651	4330	5201	4274	2550	2800	3166
gene:SMU_1652	1901	2870	2110	1451	920	1105
gene:SMU_1653	8358	13233	9112	6498	4670	7879
gene:SMU_1654c	4007	6154	4257	3429	1737	2105
gene:SMU_1655c	1623	2468	1746	1775	1091	1076
gene:SMU_1656	7548	12593	9337	7070	5491	5953
gene:SMU_1657c	125	291	166	94	88	112
gene:SMU_1658	266	501	347	253	93	80
gene:SMU_1659c	5534	7897	4993	4678	6271	10516
gene:SMU_166	4678	2818	6046	14344	14716	13113
gene:SMU_1660c	2034	2554	1656	1520	1513	2746
gene:SMU_1661c	4526	6083	4263	3791	3262	5486
gene:SMU_1662	5701	7250	5084	4130	4420	7833
gene:SMU_1663	3235	4673	3236	2702	2761	3972
gene:SMU_1664c	8632	15160	9215	7565	6408	8927
gene:SMU_1665	10027	18641	11318	5196	3985	6335
gene:SMU_1666	8511	15591	10425	5112	3279	4429
gene:SMU_1667	9992	18052	12722	6533	3864	4426
gene:SMU_1668	9551	17781	14770	6288	3947	4441
gene:SMU_1669	34004	56635	50334	20965	19819	28609
gene:SMU_167	3180	1869	3906	6016	6103	7692
gene:SMU_1670c	2152	2188	1918	1083	1507	1538
gene:SMU_1671c	3609	3720	3254	1657	2297	2946
gene:SMU_1672	24135	20617	25591	11826	10354	9327
gene:SMU_1673	7793	9102	8259	9533	10219	17931
gene:SMU_1674	1386	2745	1533	929	751	896
gene:SMU_1675	1888	3258	1953	924	587	657
gene:SMU_1676c	14310	20146	14242	10625	8586	9181
gene:SMU_1677	15699	17964	14785	12465	10382	10518
gene:SMU_1678	20393	20577	19235	14581	11353	14956
gene:SMU_1679c	9274	8349	9135	9083	7313	7984
gene:SMU_168	2213	1172	2594	4412	4348	4954
gene:SMU_1680c	12064	10909	12253	11317	9982	12366
gene:SMU_1681c	5069	4616	5241	5904	5430	6089
gene:SMU_1682c	147	233	140	122	71	89
gene:SMU_1683c	3211	4511	2556	2785	2917	4273
gene:SMU_1685c	2665	3256	2101	1861	2377	3180
gene:SMU_1687	43405	67790	43166	43430	54727	69463
gene:SMU_1688	31349	57342	28020	15778	11320	12926
gene:SMU_1689	7938	11970	6173	3490	3317	4371
gene:SMU_169	29662	80702	34576	15443	10363	6956
gene:SMU_1690	33176	46281	25128	18137	16255	16871
gene:SMU_1691	60955	75000	45537	35040	22811	15006
gene:SMU_1692	100428	30404	52112	81264	98668	104682
gene:SMU_1693	21583	32995	22985	13807	9983	8176
gene:SMU_1694c	2492	3767	2348	1851	2015	2780
gene:SMU_1695	6837	8886	5573	3710	3117	4715
gene:SMU_1697c	2833	4874	3089	2175	2394	1984
gene:SMU_1699c	4672	9147	5818	3723	1997	2012
gene:SMU_170	17151	46497	21037	12334	8716	7415
gene:SMU_1700c	1921	4029	2604	1713	983	955
gene:SMU_1701c	658	1359	875	501	333	253
gene:SMU_1702c	7424	8363	6398	3019	3483	5344
gene:SMU_1703c	6188	7451	7236	3440	4207	4735
gene:SMU_1704	668	883	727	522	546	988
gene:SMU_1705	1196	1442	1302	1192	1174	1957
gene:SMU_1706	3427	4105	3753	3309	4951	9269
gene:SMU_1707c	3113	4397	2653	2402	2111	3096
gene:SMU_1708	29780	44728	29607	18348	15604	16356
gene:SMU_1709	15871	26771	15467	7816	5011	5592
gene:SMU_1710c	3554	3377	2061	1793	1556	1865
gene:SMU_1711	13806	13655	8569	7128	4950	6195
gene:SMU_1712c	8857	8531	5087	3919	3360	4490
gene:SMU_1713c	12515	12597	7575	6246	6999	9259
gene:SMU_1714c	9167	8816	6385	4173	4878	7238
gene:SMU_1715c	5799	5749	4585	3386	2826	3999
gene:SMU_1716c	11213	10663	8701	7239	7478	10523
gene:SMU_1717c	18438	16664	14490	12161	9286	9976
gene:SMU_1718	21522	20942	17943	11848	10503	12122
gene:SMU_1719c	11921	12471	10586	7902	15756	13571
gene:SMU_172	3619	2106	3191	5607	8860	9619
gene:SMU_1721c	18032	19693	14997	13151	9938	8225
gene:SMU_1722c	46437	32850	34097	40896	54555	55855
gene:SMU_1723c	42068	28091	29361	37173	45095	39548
gene:SMU_1724c	1559	2670	1582	1041	1290	1493
gene:SMU_1725	344	414	404	286	396	501
gene:SMU_1727	8383	12178	9765	6147	4924	3971
gene:SMU_1728	6913	10908	6527	3431	2910	2614
gene:SMU_1729c	31445	44849	26771	17334	21988	17814
gene:SMU_173	11281	4753	9294	24572	43902	37343
gene:SMU_1730c	2616	4462	2783	1972	1285	1145
gene:SMU_1731	12452	22216	13581	8959	6726	6908
gene:SMU_1732c	7488	13228	7568	5093	5806	5215
gene:SMU_1733c	15445	19634	16049	10592	8894	11836
gene:SMU_1734	21514	30198	20309	20708	13624	17060
gene:SMU_1735	27159	38840	25580	24451	15872	20919
gene:SMU_1736	33875	47431	33862	34656	20639	25519
gene:SMU_1737	16137	22076	15840	13551	9981	14835
gene:SMU_1738	10804	13876	10995	11883	7639	9009
gene:SMU_1739	28268	37571	28300	27036	16819	22754
gene:SMU_1740	13486	17997	14116	13282	8295	10105
gene:SMU_1741	13834	18488	15405	14626	8913	10922
gene:SMU_1742c	11376	15117	13339	13017	6490	8480
gene:SMU_1743	5632	9829	5816	7340	14936	14583
gene:SMU_1744	5922	12960	6992	5730	4672	4466
gene:SMU_1745c	6045	15064	6967	5250	6172	5947
gene:SMU_1746c	18824	23141	15849	15708	15439	21201
gene:SMU_1747c	2082	3900	1681	1647	1543	2597
gene:SMU_1748	10451	18275	8989	6362	5439	7986
gene:SMU_174c	3649	4683	3585	2547	2524	4406
gene:SMU_175	164	109	103	69	64	58
gene:SMU_1750c	414	525	437	519	937	908
gene:SMU_1752c	3057	3709	2939	4493	9784	7441
gene:SMU_1753c	558	792	550	822	1377	1245
gene:SMU_1754c	659	880	648	680	729	890
gene:SMU_1755c	352	470	371	548	555	467
gene:SMU_1757c	265	418	307	339	276	286
gene:SMU_1758c	584	931	726	793	858	692
gene:SMU_176	172	147	111	124	85	67
gene:SMU_1760c	824	1389	1074	1173	911	877
gene:SMU_1761c	1010	1561	1089	1108	1494	1368
gene:SMU_1762c	215	298	211	190	285	207
gene:SMU_1763c	577	834	549	890	735	452
gene:SMU_1764c	1612	2390	1439	2090	2793	2278
gene:SMU_1765c	3595	3239	2874	2656	3819	5731
gene:SMU_1766c	3973	4344	3032	3246	3178	3073
gene:SMU_1767c	2796	3268	2252	2087	1718	1751
gene:SMU_1768c	3950	5286	3651	4250	2273	2012
gene:SMU_177	4504	5809	3937	2383	1769	2074
gene:SMU_1770	37130	49150	34212	28359	14266	12026
gene:SMU_1771c	373	446	284	44	57	114
gene:SMU_1772c	2457	2619	2093	858	1117	922
gene:SMU_1773c	6488	6976	5027	2415	2976	3900
gene:SMU_1774c	5190	5348	4094	3561	4494	2662
gene:SMU_1775c	3432	3056	2948	2213	2435	3611
gene:SMU_1776c	1604	1540	1423	734	1052	1672
gene:SMU_1777	1652	2300	1550	997	1441	2234
gene:SMU_1779c	4102	6220	4015	2890	2833	4164
gene:SMU_178	3317	4317	2812	2113	1666	1816
gene:SMU_1780	1450	2600	1421	776	1187	1603
gene:SMU_1781	22758	30912	17355	13611	20883	16494
gene:SMU_1782	5087	8074	3788	2508	3283	2122
gene:SMU_1783	11967	18928	12722	10971	8380	11874
gene:SMU_1784c	10621	15067	10483	7003	4271	4473
gene:SMU_1785	7550	10458	7714	5547	4040	4013
gene:SMU_1786	4640	6011	4760	3357	2663	2057
gene:SMU_1787c	13000	21531	18074	11197	11364	7890
gene:SMU_1788c	14765	19237	22477	8730	6188	3013
gene:SMU_1789c	9968	12755	7388	8699	6088	4641
gene:SMU_179	8925	3510	9167	15272	14705	17791
gene:SMU_1790c	1216	2079	1051	806	556	625
gene:SMU_1791c	2459	3889	2345	1602	683	869
gene:SMU_1792c	671	963	633	346	220	261
gene:SMU_1794c	577	899	666	432	189	238
gene:SMU_1795c	1838	2628	1994	1225	643	666
gene:SMU_1797c	2133	2326	1772	2196	1365	1452
gene:SMU_1798c	4240	4869	3781	3121	1770	2628
gene:SMU_1799	6444	7501	6036	5021	4424	5579
gene:SMU_18	81	217	101	44	42	44
gene:SMU_180	75178	30841	68157	101966	87020	75461
gene:SMU_1800c	2833	3353	2481	2044	1284	1479
gene:SMU_1801c	8602	10593	7987	6401	4236	3486
gene:SMU_1802c	3985	5572	4293	3617	3300	2599
gene:SMU_1803c	3063	4624	3174	3034	7238	12870
gene:SMU_1804c	457	903	520	287	772	2286
gene:SMU_1805	688	607	750	615	755	631
gene:SMU_1806	2084	1602	1999	1273	1024	1138
gene:SMU_1807c	2398	3463	2246	1987	2071	2895
gene:SMU_1808c	101	207	115	67	46	95
gene:SMU_1809	1009	1755	1066	798	502	673
gene:SMU_181	13161	11670	10944	12686	9778	14963
gene:SMU_1810	486	814	518	401	250	236
gene:SMU_1811	692	1327	817	531	379	411
gene:SMU_1812	10392	11732	8817	6220	3353	2339
gene:SMU_1813	1348	1195	1409	1026	578	342
gene:SMU_1814	24671	19127	25605	12352	9952	10604
gene:SMU_1815	15930	11668	17052	9580	10632	10234
gene:SMU_1816c	103	200	121	61	40	41
gene:SMU_1817c	108	231	109	47	27	44
gene:SMU_1818c	625	829	513	494	621	674
gene:SMU_1819	19114	24866	19592	11345	8611	15074
gene:SMU_182	488	891	285	434	336	364
gene:SMU_1820c	11848	13945	12259	7084	5062	6534
gene:SMU_1821c	2699	2939	2778	1545	1537	1799
gene:SMU_1822	15749	15557	14115	8298	6627	9003
gene:SMU_1823	13058	14740	11217	9876	6725	7745
gene:SMU_1824c	18012	20781	15783	12079	10904	12944
gene:SMU_1826	10936	17566	11047	8100	7649	9396
gene:SMU_1827	498	447	705	1003	758	627
gene:SMU_1828	40093	30690	37556	66146	69292	109377
gene:SMU_183	503	1197	430	497	359	588
gene:SMU_1830c	16516	24293	13559	10356	8996	9006
gene:SMU_1831	9329	13828	8405	6306	4921	5045
gene:SMU_1832	1415	2207	1294	652	800	1086
gene:SMU_1833	11902	15663	10152	8076	5962	6121
gene:SMU_1834	29863	31134	23232	23840	15171	13631
gene:SMU_1835	9755	10424	7779	5524	3456	4523
gene:SMU_1836	28461	29713	23203	21056	14428	16510
gene:SMU_1837	2337	2615	2127	2004	1546	1628
gene:SMU_1838	83751	87335	65013	70594	52607	51834
gene:SMU_1839	25847	21994	20859	22579	18725	25671
gene:SMU_184	758	1728	628	557	590	704
gene:SMU_1840	13725	13137	12011	11829	8732	10568
gene:SMU_1841	15296	12198	10258	17634	11395	14300
gene:SMU_1843	11169	7518	8899	10574	11000	17412
gene:SMU_1844	9301	6481	8176	10412	8901	11394
gene:SMU_1845	4793	7981	4049	2571	1809	2237
gene:SMU_1846c	7729	12743	7432	5222	3286	3403
gene:SMU_1847	10291	17156	11065	6843	5967	5280
gene:SMU_1848	4121	5299	3808	4568	7049	9154
gene:SMU_1849	3630	6445	4177	2356	1366	1576
gene:SMU_185	99	230	77	40	64	102
gene:SMU_1850	7618	12173	8977	4984	2619	3265
gene:SMU_1851	21591	27404	24645	16404	9072	7600
gene:SMU_1852	9033	14710	8784	5594	5293	3609
gene:SMU_1853	4776	8134	3991	2385	1730	1615
gene:SMU_1854	1358	2180	1342	1020	1181	1782
gene:SMU_1855	2227	3537	2275	1486	1283	2138
gene:SMU_1856c	3023	4847	3239	2941	2331	2984
gene:SMU_1858	48943	66218	39868	35066	35515	24643
gene:SMU_1859	110996	157279	90613	68892	66489	49467
gene:SMU_186	3012	5240	2556	2420	3944	5474
gene:SMU_1860	48886	71535	46965	43501	42316	23150
gene:SMU_1861c	12998	5388	10013	5287	7473	10292
gene:SMU_1862	17735	2161	13527	13779	14241	16132
gene:SMU_1865	13228	11577	12966	5741	4885	4611
gene:SMU_1867c	16494	18006	17046	15673	7116	3996
gene:SMU_1869	26672	34881	29977	26676	34251	24596
gene:SMU_1870	18442	19331	15833	13486	9728	12631
gene:SMU_1871c	6412	8557	6572	4735	5906	12857
gene:SMU_1872c	4588	6525	4499	5006	7113	14225
gene:SMU_1873	8023	10458	8595	5746	5934	6704
gene:SMU_1874	4631	6377	5046	2777	2283	2681
gene:SMU_1875	6930	10143	6308	3300	2082	2516
gene:SMU_1876	9453	12468	7830	6810	15592	27475
gene:SMU_1877	13783	14155	17003	24271	24874	29599
gene:SMU_1878	24891	20271	27393	31981	21331	19922
gene:SMU_1879	32354	25800	35818	40109	34670	28324
gene:SMU_187c	18099	17623	16636	9291	6412	6907
gene:SMU_1881c	13764	31431	16246	9625	6908	7240
gene:SMU_1882c	14769	29368	17971	8352	6132	5895
gene:SMU_1883	3640	6104	3716	3043	4599	5968
gene:SMU_1884c	2441	3540	1949	837	756	823
gene:SMU_1886	28629	32962	29608	16485	12848	13488
gene:SMU_1888	217	280	165	89	37	51
gene:SMU_1889c	1692	1471	1583	2052	1481	1012
gene:SMU_188c	20219	19504	20068	12875	9420	6096
gene:SMU_189	22	27	20	15	29	7
gene:SMU_1891c	148	180	113	69	55	108
gene:SMU_1892c	206	231	135	80	96	118
gene:SMU_1893c	58	87	72	41	24	60
gene:SMU_1894c	61	93	64	45	29	35
gene:SMU_1895c	876	1108	1031	1777	1247	1417
gene:SMU_1896c	1057	1422	1266	2847	881	778
gene:SMU_1897	979	1528	1059	859	798	919
