Geneid	SRR11357514
gene:ECOLIN_02760	92
gene:ECOLIN_02765	546
gene:ECOLIN_02770	290
gene:ECOLIN_02775	470
gene:ECOLIN_02780	219
gene:ECOLIN_02785	20786
gene:ECOLIN_02790	126
gene:ECOLIN_02795	141
gene:ECOLIN_02800	201
gene:ECOLIN_02805	278
gene:ECOLIN_02810	208
gene:ECOLIN_02815	358
gene:ECOLIN_02820	155
gene:ECOLIN_02830	1559
gene:ECOLIN_02835	476
gene:ECOLIN_02840	429
gene:ECOLIN_02845	117
gene:ECOLIN_02850	312
gene:ECOLIN_02860	8
gene:ECOLIN_02865	27
gene:ECOLIN_02870	1172
gene:ECOLIN_02875	127
gene:ECOLIN_02880	18
gene:ECOLIN_02885	21
gene:ECOLIN_02890	18
gene:ECOLIN_02895	44
gene:ECOLIN_02900	34
gene:ECOLIN_02905	24
gene:ECOLIN_02910	177
gene:ECOLIN_02915	138
gene:ECOLIN_02920	10
gene:ECOLIN_02925	11
gene:ECOLIN_02930	27
gene:ECOLIN_02935	19
gene:ECOLIN_02940	108
gene:ECOLIN_02945	2691
gene:ECOLIN_02950	1359
gene:ECOLIN_02955	45
gene:ECOLIN_02960	472
gene:ECOLIN_02965	3222
gene:ECOLIN_02970	1727
gene:ECOLIN_02980	489
gene:ECOLIN_02985	2412
gene:ECOLIN_02990	18
gene:ECOLIN_02995	4
gene:ECOLIN_03000	24
gene:ECOLIN_03005	5
gene:ECOLIN_03010	33
gene:ECOLIN_03015	479
gene:ECOLIN_03020	1828
gene:ECOLIN_03025	135
gene:ECOLIN_03030	236
gene:ECOLIN_03035	117
gene:ECOLIN_03040	208
gene:ECOLIN_03045	80
gene:ECOLIN_03050	84
gene:ECOLIN_03055	333
gene:ECOLIN_03060	395
gene:ECOLIN_03065	805
gene:ECOLIN_03070	536
gene:ECOLIN_03075	680
gene:ECOLIN_03080	1669
gene:ECOLIN_03085	254
gene:ECOLIN_03090	67
gene:ECOLIN_03095	109
gene:ECOLIN_03100	282
gene:ECOLIN_03105	2182
gene:ECOLIN_03110	33534
gene:ECOLIN_03115	4529
gene:ECOLIN_03120	1170
gene:ECOLIN_03125	25845
gene:ECOLIN_03130	4255
gene:ECOLIN_03135	1077
gene:ECOLIN_03140	566
gene:ECOLIN_03145	1059
gene:ECOLIN_03150	484
gene:ECOLIN_03155	2319
gene:ECOLIN_03160	4468
gene:ECOLIN_03165	4905
gene:ECOLIN_03170	3428
gene:ECOLIN_03175	1909
gene:ECOLIN_03180	1419
gene:ECOLIN_03185	1372
gene:ECOLIN_03190	103
gene:ECOLIN_03195	649
gene:ECOLIN_03200	521
gene:ECOLIN_03205	71
gene:ECOLIN_03210	23
gene:ECOLIN_03215	30
gene:ECOLIN_03220	250
gene:ECOLIN_03225	13717
gene:ECOLIN_03235	3730
gene:ECOLIN_03240	4586
gene:ECOLIN_03245	179
gene:ECOLIN_03250	595
gene:ECOLIN_03255	45
gene:ECOLIN_03260	13
gene:ECOLIN_03265	7
gene:ECOLIN_03270	25
gene:ECOLIN_03275	25
gene:ECOLIN_03280	1
gene:ECOLIN_03285	38
gene:ECOLIN_03290	193
gene:ECOLIN_03295	177
gene:ECOLIN_03300	281
gene:ECOLIN_03305	112
gene:ECOLIN_03310	11514
gene:ECOLIN_03315	92
gene:ECOLIN_03320	124
gene:ECOLIN_03325	1316
gene:ECOLIN_03330	3685
gene:ECOLIN_03335	47
gene:ECOLIN_03340	575
gene:ECOLIN_03345	472
gene:ECOLIN_03350	1866
gene:ECOLIN_03355	1812
gene:ECOLIN_03360	639
gene:ECOLIN_03365	943
gene:ECOLIN_03370	500
gene:ECOLIN_03375	656
gene:ECOLIN_03380	505
gene:ECOLIN_03385	853
gene:ECOLIN_03390	1150
gene:ECOLIN_03395	1454
gene:ECOLIN_03400	7592
gene:ECOLIN_03405	359
gene:ECOLIN_03410	219
gene:ECOLIN_03415	1391
gene:ECOLIN_03420	887
gene:ECOLIN_03425	1164
gene:ECOLIN_03430	13846
gene:ECOLIN_03435	147
gene:ECOLIN_03440	1353
gene:ECOLIN_03445	3345
gene:ECOLIN_03450	1038
gene:ECOLIN_03455	1756
gene:ECOLIN_03460	855
gene:ECOLIN_03465	307
gene:ECOLIN_03470	73
gene:ECOLIN_03475	134
gene:ECOLIN_03480	145
gene:ECOLIN_03485	256
gene:ECOLIN_03490	235
gene:ECOLIN_03495	259
gene:ECOLIN_03500	567
gene:ECOLIN_03505	4686
gene:ECOLIN_03510	1197
gene:ECOLIN_03515	1053
gene:ECOLIN_03520	639
gene:ECOLIN_03525	508
gene:ECOLIN_03530	597
gene:ECOLIN_03535	125
gene:ECOLIN_03540	11
gene:ECOLIN_03545	23
gene:ECOLIN_03550	3
gene:ECOLIN_03555	17
gene:ECOLIN_03560	57
gene:ECOLIN_03565	24
gene:ECOLIN_03570	87
gene:ECOLIN_03575	351
gene:ECOLIN_03580	5938
gene:ECOLIN_03595	17
gene:ECOLIN_03600	20
gene:ECOLIN_03605	3154
gene:ECOLIN_03610	1539
gene:ECOLIN_03615	135
gene:ECOLIN_03620	391
gene:ECOLIN_03625	1625
gene:ECOLIN_03630	5380
gene:ECOLIN_03635	108
gene:ECOLIN_03640	50
gene:ECOLIN_03645	117
gene:ECOLIN_03650	179
gene:ECOLIN_03655	0
gene:ECOLIN_03660	0
gene:ECOLIN_03665	30
gene:ECOLIN_03670	1
gene:ECOLIN_03675	703
gene:ECOLIN_03680	208
gene:ECOLIN_03685	353
gene:ECOLIN_03690	1073
gene:ECOLIN_03695	845
gene:ECOLIN_03700	800
gene:ECOLIN_03705	1125
gene:ECOLIN_03710	848
gene:ECOLIN_03715	579
gene:ECOLIN_03720	207
gene:ECOLIN_03725	63
gene:ECOLIN_03730	3309
gene:ECOLIN_03735	114
gene:ECOLIN_03740	75
gene:ECOLIN_03745	500
gene:ECOLIN_03750	381
gene:ECOLIN_03755	2090
gene:ECOLIN_03760	1885
gene:ECOLIN_03765	1057
gene:ECOLIN_03770	694
gene:ECOLIN_03775	37
gene:ECOLIN_03780	3
gene:ECOLIN_03785	16104
gene:ECOLIN_03790	10938
gene:ECOLIN_03800	1524
gene:ECOLIN_03805	767
gene:ECOLIN_03810	1224
gene:ECOLIN_03815	666
gene:ECOLIN_03820	1920
gene:ECOLIN_03825	5483
gene:ECOLIN_03830	7135
gene:ECOLIN_03840	1152
gene:ECOLIN_03845	157
gene:ECOLIN_03850	493
gene:ECOLIN_03855	313
gene:ECOLIN_03860	257
gene:ECOLIN_03865	173
gene:ECOLIN_03870	38
gene:ECOLIN_03875	3546
gene:ECOLIN_03880	2509
gene:ECOLIN_03885	547
gene:ECOLIN_03890	217
gene:ECOLIN_03895	14133
gene:ECOLIN_03900	24900
gene:ECOLIN_03905	1696
gene:ECOLIN_03910	608
gene:ECOLIN_03915	236
gene:ECOLIN_03920	397
gene:ECOLIN_03925	2628
gene:ECOLIN_03930	553
gene:ECOLIN_03935	237
gene:ECOLIN_03940	10175
gene:ECOLIN_03945	2256
gene:ECOLIN_03950	3050
gene:ECOLIN_03955	461
gene:ECOLIN_03960	1458
gene:ECOLIN_03965	36
gene:ECOLIN_03980	4
gene:ECOLIN_03985	14
gene:ECOLIN_03990	67
gene:ECOLIN_03995	1137
gene:ECOLIN_04000	329
gene:ECOLIN_04005	1507
gene:ECOLIN_04010	1160
gene:ECOLIN_04015	1209
gene:ECOLIN_04020	811
gene:ECOLIN_04025	353
gene:ECOLIN_04030	362
gene:ECOLIN_04035	1753
gene:ECOLIN_04040	338
gene:ECOLIN_04045	699
gene:ECOLIN_04050	365
gene:ECOLIN_04055	280
gene:ECOLIN_04060	63
gene:ECOLIN_04065	208
gene:ECOLIN_04070	724
gene:ECOLIN_04080	19
gene:ECOLIN_04085	75
gene:ECOLIN_04090	138
gene:ECOLIN_04095	117
gene:ECOLIN_04100	110
gene:ECOLIN_04105	550
gene:ECOLIN_04110	14
gene:ECOLIN_04115	1764
gene:ECOLIN_04120	1293
gene:ECOLIN_04125	615
gene:ECOLIN_04130	1147
gene:ECOLIN_04135	31
gene:ECOLIN_04140	320
gene:ECOLIN_04145	624
gene:ECOLIN_04150	2015
gene:ECOLIN_04155	204
gene:ECOLIN_04160	89
gene:ECOLIN_04165	81
gene:ECOLIN_04170	252
gene:ECOLIN_04175	57
gene:ECOLIN_04180	114
gene:ECOLIN_04185	145
gene:ECOLIN_04190	1402
gene:ECOLIN_04195	1040
gene:ECOLIN_04200	3921
gene:ECOLIN_04205	1030
gene:ECOLIN_04210	97
gene:ECOLIN_04215	10949
gene:ECOLIN_04220	118
gene:ECOLIN_04230	217
gene:ECOLIN_04235	137
gene:ECOLIN_04240	3109
gene:ECOLIN_04245	1209
gene:ECOLIN_04250	361
gene:ECOLIN_04255	183
gene:ECOLIN_04260	15
gene:ECOLIN_04265	79
gene:ECOLIN_04270	277
gene:ECOLIN_04275	308
gene:ECOLIN_04280	3261
gene:ECOLIN_04285	3557
gene:ECOLIN_04290	2231
gene:ECOLIN_04295	733
gene:ECOLIN_04300	219
gene:ECOLIN_04305	275
gene:ECOLIN_04310	229
gene:ECOLIN_04315	701
gene:ECOLIN_04320	864
gene:ECOLIN_04325	101
gene:ECOLIN_04330	694
gene:ECOLIN_04335	954
gene:ECOLIN_04340	760
gene:ECOLIN_04345	495
gene:ECOLIN_04350	193
gene:ECOLIN_04355	64
gene:ECOLIN_04360	251
gene:ECOLIN_04365	188
gene:ECOLIN_04370	34
gene:ECOLIN_04375	2
gene:ECOLIN_04380	0
gene:ECOLIN_04385	866
gene:ECOLIN_04390	257
gene:ECOLIN_04395	56
gene:ECOLIN_04400	71
gene:ECOLIN_04405	203
gene:ECOLIN_04410	264
gene:ECOLIN_04415	478
gene:ECOLIN_04420	2930
gene:ECOLIN_04425	1365
gene:ECOLIN_04430	199
gene:ECOLIN_04435	505
gene:ECOLIN_04440	196
gene:ECOLIN_04445	386
gene:ECOLIN_04450	1606
gene:ECOLIN_04455	518
gene:ECOLIN_04460	573
gene:ECOLIN_04465	1238
gene:ECOLIN_04470	1004
gene:ECOLIN_04475	491
gene:ECOLIN_04480	246
gene:ECOLIN_04485	415
gene:ECOLIN_04490	545
gene:ECOLIN_04495	988
gene:ECOLIN_04500	1451
gene:ECOLIN_04505	816
gene:ECOLIN_04510	11
gene:ECOLIN_04515	25
gene:ECOLIN_04520	431
gene:ECOLIN_04535	573
gene:ECOLIN_04545	806
gene:ECOLIN_04550	3458
gene:ECOLIN_04555	434
gene:ECOLIN_04565	1650
gene:ECOLIN_04570	432
gene:ECOLIN_04575	6305
gene:ECOLIN_04585	50
gene:ECOLIN_04590	15
gene:ECOLIN_04595	293
gene:ECOLIN_04600	1347
gene:ECOLIN_04605	743
gene:ECOLIN_04610	5158
gene:ECOLIN_04615	5579
gene:ECOLIN_04620	3744
gene:ECOLIN_04625	1041
gene:ECOLIN_04630	1146
gene:ECOLIN_04635	14288
gene:ECOLIN_04640	190
gene:ECOLIN_04645	55
gene:ECOLIN_04650	144
gene:ECOLIN_04655	231
gene:ECOLIN_04660	1414
gene:ECOLIN_04665	1463
gene:ECOLIN_04675	24583
gene:ECOLIN_04680	3762
gene:ECOLIN_04685	121
gene:ECOLIN_04690	17736
gene:ECOLIN_04695	3972
gene:ECOLIN_04700	232
gene:ECOLIN_04705	2238
gene:ECOLIN_04710	37364
gene:ECOLIN_04715	1960
gene:ECOLIN_04720	214
gene:ECOLIN_04725	1952
gene:ECOLIN_04735	338
gene:ECOLIN_04740	150
gene:ECOLIN_04745	853
gene:ECOLIN_04750	623
gene:ECOLIN_04755	137
gene:ECOLIN_04760	472
gene:ECOLIN_04765	525
gene:ECOLIN_04770	626
gene:ECOLIN_04775	4392
gene:ECOLIN_04780	1606
gene:ECOLIN_04785	2889
gene:ECOLIN_04790	2575
gene:ECOLIN_04795	21326
gene:ECOLIN_04805	73094
gene:ECOLIN_04810	6351
gene:ECOLIN_04815	5879
gene:ECOLIN_04820	4080
