Geneid	SRR11357512
gene:ECOLIN_00375	273
gene:ECOLIN_00380	238
gene:ECOLIN_00385	575
gene:ECOLIN_00390	138
gene:ECOLIN_00395	1203
gene:ECOLIN_00400	598
gene:ECOLIN_00405	1256
gene:ECOLIN_00410	231
gene:ECOLIN_00415	1639
gene:ECOLIN_00420	207
gene:ECOLIN_00425	214
gene:ECOLIN_00430	127
gene:ECOLIN_00435	178
gene:ECOLIN_00440	305
gene:ECOLIN_00445	192
gene:ECOLIN_00450	346
gene:ECOLIN_00455	425
gene:ECOLIN_00460	499
gene:ECOLIN_00465	1008
gene:ECOLIN_00470	2938
gene:ECOLIN_00475	11397
gene:ECOLIN_00480	1697
gene:ECOLIN_00485	4873
gene:ECOLIN_00490	37
gene:ECOLIN_00495	56
gene:ECOLIN_00500	40
gene:ECOLIN_00505	195
gene:ECOLIN_00510	66
gene:ECOLIN_00515	163
gene:ECOLIN_00520	228
gene:ECOLIN_00525	1071
gene:ECOLIN_00530	104
gene:ECOLIN_00535	56
gene:ECOLIN_00540	4
gene:ECOLIN_00545	532
gene:ECOLIN_00550	204
gene:ECOLIN_00555	148
gene:ECOLIN_00560	670
gene:ECOLIN_00565	200
gene:ECOLIN_00570	47
gene:ECOLIN_00580	26
gene:ECOLIN_00585	102
gene:ECOLIN_00590	445
gene:ECOLIN_00595	3763
gene:ECOLIN_00600	15839
gene:ECOLIN_00610	9019
gene:ECOLIN_00615	259
gene:ECOLIN_00620	3749
gene:ECOLIN_00625	915
gene:ECOLIN_00630	226
gene:ECOLIN_00635	217
gene:ECOLIN_00640	202
gene:ECOLIN_00645	270
gene:ECOLIN_00650	1575
gene:ECOLIN_00655	107
gene:ECOLIN_00660	1666
gene:ECOLIN_00665	164
gene:ECOLIN_00670	238
gene:ECOLIN_00675	132
gene:ECOLIN_00680	375
gene:ECOLIN_00685	450
gene:ECOLIN_00690	110
gene:ECOLIN_00695	194
gene:ECOLIN_00705	1858
gene:ECOLIN_00710	1720
gene:ECOLIN_00715	21
gene:ECOLIN_00720	22
gene:ECOLIN_00725	33
gene:ECOLIN_00730	346
gene:ECOLIN_00735	26
gene:ECOLIN_00740	8
gene:ECOLIN_00745	13
gene:ECOLIN_00750	481
gene:ECOLIN_00755	191
gene:ECOLIN_00760	56
gene:ECOLIN_00765	16
gene:ECOLIN_00770	0
gene:ECOLIN_00775	56
gene:ECOLIN_00780	23
gene:ECOLIN_00785	2
gene:ECOLIN_00790	315
gene:ECOLIN_00795	1934
gene:ECOLIN_00805	1481
gene:ECOLIN_00810	83
gene:ECOLIN_00815	26
gene:ECOLIN_00820	72
gene:ECOLIN_00825	1346
gene:ECOLIN_00830	1062
gene:ECOLIN_00835	3366
gene:ECOLIN_00840	212
gene:ECOLIN_00845	62
gene:ECOLIN_00850	377
gene:ECOLIN_00855	323
gene:ECOLIN_00860	425
gene:ECOLIN_00865	159
gene:ECOLIN_00870	843
gene:ECOLIN_00875	1228
gene:ECOLIN_00880	2495
gene:ECOLIN_00885	1259
gene:ECOLIN_00890	3058
gene:ECOLIN_00895	1246
gene:ECOLIN_00900	677
gene:ECOLIN_00905	2712
gene:ECOLIN_00915	340
gene:ECOLIN_00920	373
gene:ECOLIN_00925	635
gene:ECOLIN_00930	2362
gene:ECOLIN_00935	3334
gene:ECOLIN_00940	3880
gene:ECOLIN_00945	516
gene:ECOLIN_00950	503
gene:ECOLIN_00955	384
gene:ECOLIN_00960	120
gene:ECOLIN_00965	1002
gene:ECOLIN_00970	663
gene:ECOLIN_00975	1147
gene:ECOLIN_00980	183
gene:ECOLIN_00985	543
gene:ECOLIN_00990	931
gene:ECOLIN_00995	896
gene:ECOLIN_01000	242
gene:ECOLIN_01005	397
gene:ECOLIN_01010	533
gene:ECOLIN_01015	206
gene:ECOLIN_01020	37
gene:ECOLIN_01025	84
gene:ECOLIN_01030	117
gene:ECOLIN_01035	701
gene:ECOLIN_01040	184
gene:ECOLIN_01045	557
gene:ECOLIN_01050	1001
gene:ECOLIN_01055	466
gene:ECOLIN_01060	171
gene:ECOLIN_01065	1
gene:ECOLIN_01070	5
gene:ECOLIN_01075	0
gene:ECOLIN_01080	0
gene:ECOLIN_01085	4195
gene:ECOLIN_01090	2
gene:ECOLIN_01095	93
gene:ECOLIN_01100	99
gene:ECOLIN_01105	392
gene:ECOLIN_01110	6714
gene:ECOLIN_01115	906
gene:ECOLIN_01120	220
gene:ECOLIN_01125	140
gene:ECOLIN_01130	265
gene:ECOLIN_01135	143
gene:ECOLIN_01140	1084
gene:ECOLIN_01145	163
gene:ECOLIN_01155	31
gene:ECOLIN_01160	49
gene:ECOLIN_01170	3006
gene:ECOLIN_01175	144
gene:ECOLIN_01180	410
gene:ECOLIN_01190	12
gene:ECOLIN_01195	35
gene:ECOLIN_01200	3
gene:ECOLIN_01205	6
gene:ECOLIN_01210	68
gene:ECOLIN_01215	0
gene:ECOLIN_01220	11
gene:ECOLIN_01225	13
gene:ECOLIN_01230	151
gene:ECOLIN_01235	12
gene:ECOLIN_01240	0
gene:ECOLIN_01245	8
gene:ECOLIN_01255	2
gene:ECOLIN_01260	1
gene:ECOLIN_01265	0
gene:ECOLIN_01270	0
gene:ECOLIN_01275	2
gene:ECOLIN_01280	0
gene:ECOLIN_01285	2
gene:ECOLIN_01290	2
gene:ECOLIN_01295	2
gene:ECOLIN_01300	12
gene:ECOLIN_01305	4
gene:ECOLIN_01310	1
gene:ECOLIN_01315	29
gene:ECOLIN_01320	1
gene:ECOLIN_01325	10
gene:ECOLIN_01330	43
gene:ECOLIN_01340	7
gene:ECOLIN_01345	5
gene:ECOLIN_01350	4
gene:ECOLIN_01355	1
gene:ECOLIN_01360	3
gene:ECOLIN_01375	7
gene:ECOLIN_01380	2
gene:ECOLIN_01385	33
gene:ECOLIN_01395	24
gene:ECOLIN_01400	3
gene:ECOLIN_01405	13
gene:ECOLIN_01410	1
gene:ECOLIN_01415	12
gene:ECOLIN_01420	90
gene:ECOLIN_01425	38
gene:ECOLIN_01430	1010
gene:ECOLIN_01435	172
gene:ECOLIN_01440	247
gene:ECOLIN_01445	56
gene:ECOLIN_01450	8
gene:ECOLIN_01455	1
gene:ECOLIN_01460	55
gene:ECOLIN_01465	154
gene:ECOLIN_01470	1
gene:ECOLIN_01475	45
gene:ECOLIN_01485	622
gene:ECOLIN_01490	29
gene:ECOLIN_01495	33
gene:ECOLIN_01500	15
gene:ECOLIN_01505	12
gene:ECOLIN_01510	0
gene:ECOLIN_01520	165
gene:ECOLIN_01525	2
gene:ECOLIN_01530	1
gene:ECOLIN_01535	21
gene:ECOLIN_01540	1
gene:ECOLIN_01545	198
gene:ECOLIN_01550	20
gene:ECOLIN_01555	146
gene:ECOLIN_01560	817
gene:ECOLIN_01565	262
gene:ECOLIN_01570	292
gene:ECOLIN_01575	20
gene:ECOLIN_01580	27
gene:ECOLIN_01585	456
gene:ECOLIN_01595	184
gene:ECOLIN_01605	772
gene:ECOLIN_01610	8
gene:ECOLIN_01620	1
gene:ECOLIN_01625	155
gene:ECOLIN_01635	1175
gene:ECOLIN_01640	170
gene:ECOLIN_01645	127
gene:ECOLIN_01650	366
gene:ECOLIN_01655	243
gene:ECOLIN_01660	169
gene:ECOLIN_01670	7
gene:ECOLIN_01675	10
gene:ECOLIN_01685	627
gene:ECOLIN_01690	2749
gene:ECOLIN_01695	220
gene:ECOLIN_01700	422
gene:ECOLIN_01705	238
gene:ECOLIN_01710	376
gene:ECOLIN_01715	63
gene:ECOLIN_01720	41
gene:ECOLIN_01725	14
gene:ECOLIN_01730	601
gene:ECOLIN_01735	118
gene:ECOLIN_01740	41
gene:ECOLIN_01745	64
gene:ECOLIN_01750	3226
gene:ECOLIN_01755	135
gene:ECOLIN_01760	1996
gene:ECOLIN_01765	861
gene:ECOLIN_01770	130
gene:ECOLIN_01775	1220
gene:ECOLIN_01780	1134
gene:ECOLIN_01785	132
gene:ECOLIN_01790	155
gene:ECOLIN_01795	8
gene:ECOLIN_01800	1786
gene:ECOLIN_01810	26
gene:ECOLIN_01815	781
gene:ECOLIN_01825	123
gene:ECOLIN_01830	341
gene:ECOLIN_01835	524
gene:ECOLIN_01840	38
gene:ECOLIN_01845	209
gene:ECOLIN_01850	161
gene:ECOLIN_01855	18
gene:ECOLIN_01860	48
gene:ECOLIN_01865	17
gene:ECOLIN_01875	1350
gene:ECOLIN_01880	346
gene:ECOLIN_01885	698
gene:ECOLIN_01890	4
gene:ECOLIN_01895	135
gene:ECOLIN_01900	366
gene:ECOLIN_01905	118
gene:ECOLIN_01910	212
gene:ECOLIN_01915	36
gene:ECOLIN_01920	1
gene:ECOLIN_01925	115
gene:ECOLIN_01930	69
gene:ECOLIN_01935	290
gene:ECOLIN_01940	377
gene:ECOLIN_01945	135
gene:ECOLIN_01950	14
gene:ECOLIN_01955	201
gene:ECOLIN_01960	25
gene:ECOLIN_01965	31
gene:ECOLIN_01970	65
gene:ECOLIN_01975	50
gene:ECOLIN_01980	912
gene:ECOLIN_01985	1764
gene:ECOLIN_01990	1395
gene:ECOLIN_01995	627
gene:ECOLIN_02000	98
gene:ECOLIN_02005	68
gene:ECOLIN_02010	13
gene:ECOLIN_02015	51
gene:ECOLIN_02020	14
gene:ECOLIN_02025	90
gene:ECOLIN_02035	0
gene:ECOLIN_02040	2
gene:ECOLIN_02045	0
gene:ECOLIN_02050	15
gene:ECOLIN_02055	257
gene:ECOLIN_02060	503
gene:ECOLIN_02065	265
gene:ECOLIN_02070	1481
gene:ECOLIN_02075	121
gene:ECOLIN_02080	1
gene:ECOLIN_02085	36
gene:ECOLIN_02090	61
gene:ECOLIN_02095	114
gene:ECOLIN_02100	57
gene:ECOLIN_02105	343
gene:ECOLIN_02110	126
gene:ECOLIN_02115	147
gene:ECOLIN_02120	319
gene:ECOLIN_02130	129
gene:ECOLIN_02135	206
gene:ECOLIN_02140	130
gene:ECOLIN_02145	40
gene:ECOLIN_02150	220
gene:ECOLIN_02155	0
gene:ECOLIN_02160	2
gene:ECOLIN_02165	2
gene:ECOLIN_02170	21
gene:ECOLIN_02175	24
gene:ECOLIN_02180	0
gene:ECOLIN_02185	858
gene:ECOLIN_02190	611
gene:ECOLIN_02195	567
gene:ECOLIN_02200	732
gene:ECOLIN_02205	1551
gene:ECOLIN_02210	2226
gene:ECOLIN_02215	16
gene:ECOLIN_02220	445
gene:ECOLIN_02225	544
gene:ECOLIN_02230	691
gene:ECOLIN_02235	57
gene:ECOLIN_02240	73
gene:ECOLIN_02245	474
gene:ECOLIN_02250	221
gene:ECOLIN_02255	151
gene:ECOLIN_02260	1189
gene:ECOLIN_02265	214
gene:ECOLIN_02270	311
gene:ECOLIN_02275	353
gene:ECOLIN_02280	480
gene:ECOLIN_02285	281
gene:ECOLIN_02290	241
gene:ECOLIN_02295	315
gene:ECOLIN_02300	231
gene:ECOLIN_02305	251
gene:ECOLIN_02310	231
gene:ECOLIN_02315	325
gene:ECOLIN_02320	154
gene:ECOLIN_02325	464
gene:ECOLIN_02330	674
gene:ECOLIN_02335	673
gene:ECOLIN_02340	2664
gene:ECOLIN_02345	397
gene:ECOLIN_02350	224
gene:ECOLIN_02355	403
gene:ECOLIN_02360	72
gene:ECOLIN_02365	65
gene:ECOLIN_02370	1
gene:ECOLIN_02375	8
gene:ECOLIN_02380	25
gene:ECOLIN_02385	30
gene:ECOLIN_02390	3
gene:ECOLIN_02395	52
gene:ECOLIN_02400	434
gene:ECOLIN_02405	327
gene:ECOLIN_02410	170
gene:ECOLIN_02415	42
gene:ECOLIN_02420	815
gene:ECOLIN_02425	1275
gene:ECOLIN_02430	1924
gene:ECOLIN_02435	1696
gene:ECOLIN_02440	324
gene:ECOLIN_02445	320
gene:ECOLIN_02450	411
gene:ECOLIN_02455	306
gene:ECOLIN_02460	429
gene:ECOLIN_02465	239
gene:ECOLIN_02470	523
gene:ECOLIN_02475	500
gene:ECOLIN_02480	1279
gene:ECOLIN_02485	1342
gene:ECOLIN_02490	321
gene:ECOLIN_02495	303
gene:ECOLIN_02500	166
gene:ECOLIN_02505	181
gene:ECOLIN_02510	979
gene:ECOLIN_02515	460
gene:ECOLIN_02520	56
gene:ECOLIN_02525	54
gene:ECOLIN_02530	4090
gene:ECOLIN_02535	45
gene:ECOLIN_02540	469
gene:ECOLIN_02545	16028
gene:ECOLIN_02550	22611
gene:ECOLIN_02555	26163
gene:ECOLIN_02560	1445
gene:ECOLIN_02565	1563
gene:ECOLIN_02570	39
gene:ECOLIN_02575	79
gene:ECOLIN_02580	136
gene:ECOLIN_02585	177
gene:ECOLIN_02590	389
gene:ECOLIN_02595	5
gene:ECOLIN_02600	30
gene:ECOLIN_02605	309
gene:ECOLIN_02610	1335
gene:ECOLIN_02620	1253
gene:ECOLIN_02625	2318
gene:ECOLIN_02630	191
gene:ECOLIN_02635	1252
gene:ECOLIN_02640	390
gene:ECOLIN_02645	175
gene:ECOLIN_02650	797
gene:ECOLIN_02655	354
gene:ECOLIN_02660	508
gene:ECOLIN_02665	1211
gene:ECOLIN_02670	3233
gene:ECOLIN_02675	1401
gene:ECOLIN_02680	1112
gene:ECOLIN_02685	473
gene:ECOLIN_02690	407
gene:ECOLIN_02700	320
gene:ECOLIN_02705	185
gene:ECOLIN_02710	130
gene:ECOLIN_02715	194
gene:ECOLIN_02720	446
gene:ECOLIN_02725	176
gene:ECOLIN_02730	65649
gene:ECOLIN_02735	779
gene:ECOLIN_02740	516
gene:ECOLIN_02745	78
gene:ECOLIN_02750	119
gene:ECOLIN_02755	668
gene:ECOLIN_02760	90
gene:ECOLIN_02765	684
gene:ECOLIN_02770	157
gene:ECOLIN_02775	339
gene:ECOLIN_02780	646
gene:ECOLIN_02785	6562
gene:ECOLIN_02790	2884
gene:ECOLIN_02795	3124
gene:ECOLIN_02800	1410
gene:ECOLIN_02805	913
gene:ECOLIN_02810	661
gene:ECOLIN_02815	1908
gene:ECOLIN_02820	304
gene:ECOLIN_02830	11212
gene:ECOLIN_02835	110
gene:ECOLIN_02840	119
gene:ECOLIN_02845	60
gene:ECOLIN_02850	48
gene:ECOLIN_02860	42
gene:ECOLIN_02865	27
gene:ECOLIN_02870	6262
gene:ECOLIN_02875	50
gene:ECOLIN_02880	14
gene:ECOLIN_02885	12
gene:ECOLIN_02890	57
gene:ECOLIN_02895	224
gene:ECOLIN_02900	71
gene:ECOLIN_02905	61
gene:ECOLIN_02910	130
gene:ECOLIN_02915	93
gene:ECOLIN_02920	34
gene:ECOLIN_02925	26
gene:ECOLIN_02930	28
gene:ECOLIN_02935	31
gene:ECOLIN_02940	19
gene:ECOLIN_02945	84
gene:ECOLIN_02950	40
gene:ECOLIN_02955	44
gene:ECOLIN_02960	66
gene:ECOLIN_02965	675
gene:ECOLIN_02970	115
gene:ECOLIN_02980	167
gene:ECOLIN_02985	667
gene:ECOLIN_02990	14
gene:ECOLIN_02995	1
gene:ECOLIN_03000	97
gene:ECOLIN_03005	30
gene:ECOLIN_03010	59
gene:ECOLIN_03015	268
gene:ECOLIN_03020	1217
gene:ECOLIN_03025	184
gene:ECOLIN_03030	594
gene:ECOLIN_03035	235
gene:ECOLIN_03040	191
gene:ECOLIN_03045	63
gene:ECOLIN_03050	213
gene:ECOLIN_03055	2
gene:ECOLIN_03060	50
gene:ECOLIN_03065	176
gene:ECOLIN_03070	155
gene:ECOLIN_03075	645
gene:ECOLIN_03080	1705
gene:ECOLIN_03085	338
gene:ECOLIN_03090	103
gene:ECOLIN_03095	749
gene:ECOLIN_03100	349
gene:ECOLIN_03105	275
gene:ECOLIN_03110	2573
gene:ECOLIN_03115	1920
gene:ECOLIN_03120	306
gene:ECOLIN_03125	4334
gene:ECOLIN_03130	804
gene:ECOLIN_03135	265
gene:ECOLIN_03140	230
gene:ECOLIN_03145	783
gene:ECOLIN_03150	115
gene:ECOLIN_03155	926
gene:ECOLIN_03160	807
gene:ECOLIN_03165	950
gene:ECOLIN_03170	871
gene:ECOLIN_03175	531
gene:ECOLIN_03180	273
gene:ECOLIN_03185	505
gene:ECOLIN_03190	80
gene:ECOLIN_03195	146
gene:ECOLIN_03200	105
gene:ECOLIN_03205	110
gene:ECOLIN_03210	57
gene:ECOLIN_03215	4
gene:ECOLIN_03220	113
gene:ECOLIN_03225	18516
gene:ECOLIN_03235	10167
gene:ECOLIN_03240	9452
gene:ECOLIN_03245	124
gene:ECOLIN_03250	718
gene:ECOLIN_03255	95
gene:ECOLIN_03260	23
gene:ECOLIN_03265	6
gene:ECOLIN_03270	26
gene:ECOLIN_03275	13
gene:ECOLIN_03280	5
gene:ECOLIN_03285	88
gene:ECOLIN_03290	263
gene:ECOLIN_03295	87
gene:ECOLIN_03300	127
gene:ECOLIN_03305	327
gene:ECOLIN_03310	17319
gene:ECOLIN_03315	327
gene:ECOLIN_03320	496
gene:ECOLIN_03325	1345
gene:ECOLIN_03330	1651
gene:ECOLIN_03335	62
gene:ECOLIN_03340	1537
gene:ECOLIN_03345	10270
gene:ECOLIN_03350	188
gene:ECOLIN_03355	421
gene:ECOLIN_03360	165
gene:ECOLIN_03365	98
gene:ECOLIN_03370	28
gene:ECOLIN_03375	96
gene:ECOLIN_03380	169
gene:ECOLIN_03385	259
gene:ECOLIN_03390	335
gene:ECOLIN_03395	459
gene:ECOLIN_03400	2789
gene:ECOLIN_03405	1840
gene:ECOLIN_03410	473
gene:ECOLIN_03415	383
gene:ECOLIN_03420	324
gene:ECOLIN_03425	640
gene:ECOLIN_03430	9277
gene:ECOLIN_03435	138
gene:ECOLIN_03440	528
gene:ECOLIN_03445	4506
gene:ECOLIN_03450	3071
gene:ECOLIN_03455	8136
gene:ECOLIN_03460	621
gene:ECOLIN_03465	750
gene:ECOLIN_03470	46
gene:ECOLIN_03475	55
gene:ECOLIN_03480	29
gene:ECOLIN_03485	54
gene:ECOLIN_03490	55
gene:ECOLIN_03495	94
gene:ECOLIN_03500	140
gene:ECOLIN_03505	4624
gene:ECOLIN_03510	219
gene:ECOLIN_03515	343
gene:ECOLIN_03520	640
gene:ECOLIN_03525	378
gene:ECOLIN_03530	608
gene:ECOLIN_03535	204
gene:ECOLIN_03540	20
gene:ECOLIN_03545	21
gene:ECOLIN_03550	2
gene:ECOLIN_03555	75
gene:ECOLIN_03560	91
gene:ECOLIN_03565	47
gene:ECOLIN_03570	69
gene:ECOLIN_03575	166
gene:ECOLIN_03580	683
gene:ECOLIN_03595	39
gene:ECOLIN_03600	31
gene:ECOLIN_03605	3192
gene:ECOLIN_03610	776
gene:ECOLIN_03615	75
gene:ECOLIN_03620	256
gene:ECOLIN_03625	755
gene:ECOLIN_03630	1894
gene:ECOLIN_03635	334
gene:ECOLIN_03640	110
gene:ECOLIN_03645	232
gene:ECOLIN_03650	416
gene:ECOLIN_03655	0
gene:ECOLIN_03660	0
gene:ECOLIN_03665	31
gene:ECOLIN_03670	22
gene:ECOLIN_03675	18910
gene:ECOLIN_03680	351
gene:ECOLIN_03685	201
gene:ECOLIN_03690	248
gene:ECOLIN_03695	504
gene:ECOLIN_03700	432
gene:ECOLIN_03705	570
gene:ECOLIN_03710	433
gene:ECOLIN_03715	243
gene:ECOLIN_03720	176
gene:ECOLIN_03725	59
gene:ECOLIN_03730	1744
gene:ECOLIN_03735	112
gene:ECOLIN_03740	24
gene:ECOLIN_03745	257
gene:ECOLIN_03750	224
gene:ECOLIN_03755	685
gene:ECOLIN_03760	571
gene:ECOLIN_03765	437
gene:ECOLIN_03770	359
gene:ECOLIN_03775	137
gene:ECOLIN_03780	4
gene:ECOLIN_03785	9834
gene:ECOLIN_03790	10148
gene:ECOLIN_03800	1434
gene:ECOLIN_03805	404
gene:ECOLIN_03810	456
gene:ECOLIN_03815	267
gene:ECOLIN_03820	1475
gene:ECOLIN_03825	1581
gene:ECOLIN_03830	1392
gene:ECOLIN_03840	151
gene:ECOLIN_03845	36
gene:ECOLIN_03850	72
gene:ECOLIN_03855	183
gene:ECOLIN_03860	9
gene:ECOLIN_03865	12
gene:ECOLIN_03870	3
gene:ECOLIN_03875	2459
gene:ECOLIN_03880	1245
gene:ECOLIN_03885	440
gene:ECOLIN_03890	625
gene:ECOLIN_03895	2662
gene:ECOLIN_03900	21392
gene:ECOLIN_03905	466
gene:ECOLIN_03910	241
gene:ECOLIN_03915	160
gene:ECOLIN_03920	226
gene:ECOLIN_03925	356
gene:ECOLIN_03930	201
gene:ECOLIN_03935	606
gene:ECOLIN_03940	442
gene:ECOLIN_03945	146
gene:ECOLIN_03950	181
gene:ECOLIN_03955	114
gene:ECOLIN_03960	618
gene:ECOLIN_03965	57
gene:ECOLIN_03980	12
gene:ECOLIN_03985	61
gene:ECOLIN_03990	84
gene:ECOLIN_03995	124
gene:ECOLIN_04000	461
gene:ECOLIN_04005	1043
gene:ECOLIN_04010	1648
gene:ECOLIN_04015	1077
gene:ECOLIN_04020	505
gene:ECOLIN_04025	191
gene:ECOLIN_04030	143
gene:ECOLIN_04035	5576
gene:ECOLIN_04040	159
gene:ECOLIN_04045	994
gene:ECOLIN_04050	644
gene:ECOLIN_04055	402
gene:ECOLIN_04060	109
gene:ECOLIN_04065	299
gene:ECOLIN_04070	3236
gene:ECOLIN_04080	97
gene:ECOLIN_04085	468
gene:ECOLIN_04090	233
gene:ECOLIN_04095	362
gene:ECOLIN_04100	226
gene:ECOLIN_04105	927
gene:ECOLIN_04110	0
gene:ECOLIN_04115	2691
gene:ECOLIN_04120	2949
gene:ECOLIN_04125	2715
gene:ECOLIN_04130	157
gene:ECOLIN_04135	30
gene:ECOLIN_04140	661
gene:ECOLIN_04145	1079
gene:ECOLIN_04150	2282
gene:ECOLIN_04155	2532
gene:ECOLIN_04160	2634
gene:ECOLIN_04165	126
gene:ECOLIN_04170	177
gene:ECOLIN_04175	826
gene:ECOLIN_04180	89
gene:ECOLIN_04185	382
gene:ECOLIN_04190	535
gene:ECOLIN_04195	595
gene:ECOLIN_04200	3675
gene:ECOLIN_04205	55449
gene:ECOLIN_04210	92
gene:ECOLIN_04215	16258
gene:ECOLIN_04220	180
gene:ECOLIN_04230	448
gene:ECOLIN_04235	189
gene:ECOLIN_04240	760
gene:ECOLIN_04245	107
gene:ECOLIN_04250	157
gene:ECOLIN_04255	171
gene:ECOLIN_04260	19
gene:ECOLIN_04265	81
gene:ECOLIN_04270	117
gene:ECOLIN_04275	226
gene:ECOLIN_04280	884
gene:ECOLIN_04285	580
gene:ECOLIN_04290	415
gene:ECOLIN_04295	149
gene:ECOLIN_04300	63
gene:ECOLIN_04305	33
gene:ECOLIN_04310	121
gene:ECOLIN_04315	109
gene:ECOLIN_04320	16528
gene:ECOLIN_04325	252
gene:ECOLIN_04330	146
gene:ECOLIN_04335	2254
gene:ECOLIN_04340	475
gene:ECOLIN_04345	282
gene:ECOLIN_04350	259
gene:ECOLIN_04355	56
gene:ECOLIN_04360	72
gene:ECOLIN_04365	96
gene:ECOLIN_04370	60
gene:ECOLIN_04375	0
gene:ECOLIN_04380	0
gene:ECOLIN_04385	1011
gene:ECOLIN_04390	1463
gene:ECOLIN_04395	6917
gene:ECOLIN_04400	80
gene:ECOLIN_04405	246
gene:ECOLIN_04410	336
gene:ECOLIN_04415	227
gene:ECOLIN_04420	6040
gene:ECOLIN_04425	1470
gene:ECOLIN_04430	411
gene:ECOLIN_04435	592
gene:ECOLIN_04440	190
gene:ECOLIN_04445	124
gene:ECOLIN_04450	61
gene:ECOLIN_04455	47
gene:ECOLIN_04460	79
gene:ECOLIN_04465	240
gene:ECOLIN_04470	194
gene:ECOLIN_04475	848
gene:ECOLIN_04480	738
gene:ECOLIN_04485	1111
gene:ECOLIN_04490	406
gene:ECOLIN_04495	459
gene:ECOLIN_04500	979
gene:ECOLIN_04505	6523
gene:ECOLIN_04510	38
gene:ECOLIN_04515	76
gene:ECOLIN_04520	151
gene:ECOLIN_04535	1232
gene:ECOLIN_04545	1186
gene:ECOLIN_04550	1014
gene:ECOLIN_04555	378
gene:ECOLIN_04565	7789
gene:ECOLIN_04570	5101
gene:ECOLIN_04575	53266
gene:ECOLIN_04585	42
gene:ECOLIN_04590	9
gene:ECOLIN_04595	75
gene:ECOLIN_04600	375
gene:ECOLIN_04605	397
gene:ECOLIN_04610	770
gene:ECOLIN_04615	788
gene:ECOLIN_04620	1812
gene:ECOLIN_04625	697
gene:ECOLIN_04630	580
gene:ECOLIN_04635	6722
gene:ECOLIN_04640	253
gene:ECOLIN_04645	48
gene:ECOLIN_04650	171
gene:ECOLIN_04655	249
gene:ECOLIN_04660	2440
gene:ECOLIN_04665	3998
gene:ECOLIN_04675	6137
gene:ECOLIN_04680	109
gene:ECOLIN_04685	252
gene:ECOLIN_04690	2430
gene:ECOLIN_04695	446
gene:ECOLIN_04700	145
gene:ECOLIN_04705	545
gene:ECOLIN_04710	6102
gene:ECOLIN_04715	2401
gene:ECOLIN_04720	247
gene:ECOLIN_04725	309
gene:ECOLIN_04735	93
gene:ECOLIN_04740	235
gene:ECOLIN_04745	691
gene:ECOLIN_04750	666
gene:ECOLIN_04755	159
gene:ECOLIN_04760	184
gene:ECOLIN_04765	200
gene:ECOLIN_04770	148
gene:ECOLIN_04775	718
gene:ECOLIN_04780	5775
gene:ECOLIN_04785	1042
gene:ECOLIN_04790	982
gene:ECOLIN_04795	3198
gene:ECOLIN_04805	636
gene:ECOLIN_04810	1627
gene:ECOLIN_04815	755
gene:ECOLIN_04820	2389
gene:ECOLIN_04825	16
gene:ECOLIN_04830	20
gene:ECOLIN_04835	20
gene:ECOLIN_04840	28
gene:ECOLIN_04845	45
gene:ECOLIN_04850	60
