Geneid	SRR11357513
gene:ECOLIN_01940	419
gene:ECOLIN_01945	112
gene:ECOLIN_01950	15
gene:ECOLIN_01955	253
gene:ECOLIN_01960	41
gene:ECOLIN_01965	39
gene:ECOLIN_01970	42
gene:ECOLIN_01975	42
gene:ECOLIN_01980	804
gene:ECOLIN_01985	1676
gene:ECOLIN_01990	1274
gene:ECOLIN_01995	602
gene:ECOLIN_02000	96
gene:ECOLIN_02005	76
gene:ECOLIN_02010	20
gene:ECOLIN_02015	52
gene:ECOLIN_02020	21
gene:ECOLIN_02025	91
gene:ECOLIN_02035	2
gene:ECOLIN_02040	4
gene:ECOLIN_02045	0
gene:ECOLIN_02050	18
gene:ECOLIN_02055	229
gene:ECOLIN_02060	543
gene:ECOLIN_02065	245
gene:ECOLIN_02070	1549
gene:ECOLIN_02075	116
gene:ECOLIN_02080	35
gene:ECOLIN_02085	31
gene:ECOLIN_02090	37
gene:ECOLIN_02095	97
gene:ECOLIN_02100	45
gene:ECOLIN_02105	361
gene:ECOLIN_02110	118
gene:ECOLIN_02115	149
gene:ECOLIN_02120	352
gene:ECOLIN_02130	137
gene:ECOLIN_02135	205
gene:ECOLIN_02140	127
gene:ECOLIN_02145	19
gene:ECOLIN_02150	130
gene:ECOLIN_02155	0
gene:ECOLIN_02160	0
gene:ECOLIN_02165	1
gene:ECOLIN_02170	14
gene:ECOLIN_02175	19
gene:ECOLIN_02180	0
gene:ECOLIN_02185	842
gene:ECOLIN_02190	683
gene:ECOLIN_02195	522
gene:ECOLIN_02200	766
gene:ECOLIN_02205	1397
gene:ECOLIN_02210	2182
gene:ECOLIN_02215	17
gene:ECOLIN_02220	389
gene:ECOLIN_02225	472
gene:ECOLIN_02230	609
gene:ECOLIN_02235	57
gene:ECOLIN_02240	106
gene:ECOLIN_02245	554
gene:ECOLIN_02250	217
gene:ECOLIN_02255	159
gene:ECOLIN_02260	1012
gene:ECOLIN_02265	148
gene:ECOLIN_02270	324
gene:ECOLIN_02275	377
gene:ECOLIN_02280	437
gene:ECOLIN_02285	280
gene:ECOLIN_02290	223
gene:ECOLIN_02295	236
gene:ECOLIN_02300	218
gene:ECOLIN_02305	242
gene:ECOLIN_02310	220
gene:ECOLIN_02315	261
gene:ECOLIN_02320	109
gene:ECOLIN_02325	536
gene:ECOLIN_02330	684
gene:ECOLIN_02335	493
gene:ECOLIN_02340	2261
gene:ECOLIN_02345	410
gene:ECOLIN_02350	165
gene:ECOLIN_02355	407
gene:ECOLIN_02360	58
gene:ECOLIN_02365	80
gene:ECOLIN_02370	7
gene:ECOLIN_02375	8
gene:ECOLIN_02380	31
gene:ECOLIN_02385	19
gene:ECOLIN_02390	0
gene:ECOLIN_02395	58
gene:ECOLIN_02400	357
gene:ECOLIN_02405	288
gene:ECOLIN_02410	149
gene:ECOLIN_02415	58
gene:ECOLIN_02420	623
gene:ECOLIN_02425	1132
gene:ECOLIN_02430	1895
gene:ECOLIN_02435	1483
gene:ECOLIN_02440	258
gene:ECOLIN_02445	292
gene:ECOLIN_02450	431
gene:ECOLIN_02455	278
gene:ECOLIN_02460	476
gene:ECOLIN_02465	188
gene:ECOLIN_02470	485
gene:ECOLIN_02475	447
gene:ECOLIN_02480	1057
gene:ECOLIN_02485	1303
gene:ECOLIN_02490	302
gene:ECOLIN_02495	296
gene:ECOLIN_02500	126
gene:ECOLIN_02505	201
gene:ECOLIN_02510	837
gene:ECOLIN_02515	358
gene:ECOLIN_02520	85
gene:ECOLIN_02525	62
gene:ECOLIN_02530	3754
gene:ECOLIN_02535	37
gene:ECOLIN_02540	448
gene:ECOLIN_02545	14971
gene:ECOLIN_02550	21706
gene:ECOLIN_02555	24862
gene:ECOLIN_02560	1191
gene:ECOLIN_02565	1507
gene:ECOLIN_02570	53
gene:ECOLIN_02575	55
gene:ECOLIN_02580	165
gene:ECOLIN_02585	183
gene:ECOLIN_02590	304
gene:ECOLIN_02595	8
gene:ECOLIN_02600	26
gene:ECOLIN_02605	282
gene:ECOLIN_02610	1050
gene:ECOLIN_02620	1201
gene:ECOLIN_02625	2396
gene:ECOLIN_02630	153
gene:ECOLIN_02635	1097
gene:ECOLIN_02640	369
gene:ECOLIN_02645	172
gene:ECOLIN_02650	649
gene:ECOLIN_02655	343
gene:ECOLIN_02660	504
gene:ECOLIN_02665	1341
gene:ECOLIN_02670	3229
gene:ECOLIN_02675	1332
gene:ECOLIN_02680	1064
gene:ECOLIN_02685	449
gene:ECOLIN_02690	346
gene:ECOLIN_02700	269
gene:ECOLIN_02705	148
gene:ECOLIN_02710	115
gene:ECOLIN_02715	116
gene:ECOLIN_02720	386
gene:ECOLIN_02725	202
gene:ECOLIN_02730	64129
gene:ECOLIN_02735	736
gene:ECOLIN_02740	474
gene:ECOLIN_02745	80
gene:ECOLIN_02750	103
gene:ECOLIN_02755	552
gene:ECOLIN_02760	110
gene:ECOLIN_02765	670
gene:ECOLIN_02770	133
gene:ECOLIN_02775	286
gene:ECOLIN_02780	724
gene:ECOLIN_02785	6527
gene:ECOLIN_02790	2710
gene:ECOLIN_02795	2894
gene:ECOLIN_02800	1176
gene:ECOLIN_02805	793
gene:ECOLIN_02810	594
gene:ECOLIN_02815	1711
gene:ECOLIN_02820	340
gene:ECOLIN_02830	9604
gene:ECOLIN_02835	138
gene:ECOLIN_02840	105
gene:ECOLIN_02845	42
gene:ECOLIN_02850	65
gene:ECOLIN_02860	47
gene:ECOLIN_02865	51
gene:ECOLIN_02870	3426
gene:ECOLIN_02875	64
gene:ECOLIN_02880	20
gene:ECOLIN_02885	8
gene:ECOLIN_02890	34
gene:ECOLIN_02895	131
gene:ECOLIN_02900	78
gene:ECOLIN_02905	30
gene:ECOLIN_02910	125
gene:ECOLIN_02915	128
gene:ECOLIN_02920	40
gene:ECOLIN_02925	17
gene:ECOLIN_02930	36
gene:ECOLIN_02935	15
gene:ECOLIN_02940	6
gene:ECOLIN_02945	45
gene:ECOLIN_02950	30
gene:ECOLIN_02955	14
gene:ECOLIN_02960	59
gene:ECOLIN_02965	703
gene:ECOLIN_02970	92
gene:ECOLIN_02980	116
gene:ECOLIN_02985	632
gene:ECOLIN_02990	13
gene:ECOLIN_02995	1
gene:ECOLIN_03000	74
gene:ECOLIN_03005	23
gene:ECOLIN_03010	44
gene:ECOLIN_03015	288
gene:ECOLIN_03020	1262
gene:ECOLIN_03025	169
gene:ECOLIN_03030	603
gene:ECOLIN_03035	222
gene:ECOLIN_03040	188
gene:ECOLIN_03045	65
gene:ECOLIN_03050	165
gene:ECOLIN_03055	6
gene:ECOLIN_03060	46
gene:ECOLIN_03065	192
gene:ECOLIN_03070	179
gene:ECOLIN_03075	518
gene:ECOLIN_03080	1615
gene:ECOLIN_03085	370
gene:ECOLIN_03090	87
gene:ECOLIN_03095	745
gene:ECOLIN_03100	280
gene:ECOLIN_03105	296
gene:ECOLIN_03110	2417
gene:ECOLIN_03115	1628
gene:ECOLIN_03120	296
gene:ECOLIN_03125	3941
gene:ECOLIN_03130	681
gene:ECOLIN_03135	255
gene:ECOLIN_03140	217
gene:ECOLIN_03145	774
gene:ECOLIN_03150	166
gene:ECOLIN_03155	812
gene:ECOLIN_03160	723
gene:ECOLIN_03165	843
gene:ECOLIN_03170	802
gene:ECOLIN_03175	490
gene:ECOLIN_03180	241
gene:ECOLIN_03185	463
gene:ECOLIN_03190	73
gene:ECOLIN_03195	91
gene:ECOLIN_03200	78
gene:ECOLIN_03205	98
gene:ECOLIN_03210	49
gene:ECOLIN_03215	8
gene:ECOLIN_03220	64
gene:ECOLIN_03225	18487
gene:ECOLIN_03235	8469
gene:ECOLIN_03240	8762
gene:ECOLIN_03245	84
gene:ECOLIN_03250	637
gene:ECOLIN_03255	47
gene:ECOLIN_03260	15
gene:ECOLIN_03265	0
gene:ECOLIN_03270	48
gene:ECOLIN_03275	9
gene:ECOLIN_03280	3
gene:ECOLIN_03285	65
gene:ECOLIN_03290	242
gene:ECOLIN_03295	100
gene:ECOLIN_03300	142
gene:ECOLIN_03305	278
gene:ECOLIN_03310	15818
gene:ECOLIN_03315	304
gene:ECOLIN_03320	443
gene:ECOLIN_03325	1305
gene:ECOLIN_03330	1608
gene:ECOLIN_03335	63
gene:ECOLIN_03340	1365
gene:ECOLIN_03345	9741
gene:ECOLIN_03350	154
gene:ECOLIN_03355	370
gene:ECOLIN_03360	160
gene:ECOLIN_03365	95
gene:ECOLIN_03370	28
gene:ECOLIN_03375	85
gene:ECOLIN_03380	189
gene:ECOLIN_03385	250
gene:ECOLIN_03390	214
gene:ECOLIN_03395	375
gene:ECOLIN_03400	2681
gene:ECOLIN_03405	1812
gene:ECOLIN_03410	369
gene:ECOLIN_03415	364
gene:ECOLIN_03420	325
gene:ECOLIN_03425	597
gene:ECOLIN_03430	9250
gene:ECOLIN_03435	133
gene:ECOLIN_03440	457
gene:ECOLIN_03445	4253
gene:ECOLIN_03450	2695
gene:ECOLIN_03455	7475
gene:ECOLIN_03460	481
gene:ECOLIN_03465	629
gene:ECOLIN_03470	25
gene:ECOLIN_03475	26
gene:ECOLIN_03480	35
gene:ECOLIN_03485	67
gene:ECOLIN_03490	76
gene:ECOLIN_03495	100
gene:ECOLIN_03500	146
gene:ECOLIN_03505	4288
gene:ECOLIN_03510	181
gene:ECOLIN_03515	303
gene:ECOLIN_03520	559
gene:ECOLIN_03525	373
gene:ECOLIN_03530	534
gene:ECOLIN_03535	179
gene:ECOLIN_03540	21
gene:ECOLIN_03545	19
gene:ECOLIN_03550	0
gene:ECOLIN_03555	55
gene:ECOLIN_03560	81
gene:ECOLIN_03565	46
gene:ECOLIN_03570	79
gene:ECOLIN_03575	110
gene:ECOLIN_03580	591
gene:ECOLIN_03595	36
gene:ECOLIN_03600	25
gene:ECOLIN_03605	3038
gene:ECOLIN_03610	730
gene:ECOLIN_03615	54
gene:ECOLIN_03620	261
gene:ECOLIN_03625	771
gene:ECOLIN_03630	1903
gene:ECOLIN_03635	314
gene:ECOLIN_03640	125
gene:ECOLIN_03645	190
gene:ECOLIN_03650	321
gene:ECOLIN_03655	0
gene:ECOLIN_03660	0
gene:ECOLIN_03665	24
gene:ECOLIN_03670	20
gene:ECOLIN_03675	16536
gene:ECOLIN_03680	318
gene:ECOLIN_03685	197
gene:ECOLIN_03690	246
gene:ECOLIN_03695	473
gene:ECOLIN_03700	454
gene:ECOLIN_03705	563
gene:ECOLIN_03710	397
gene:ECOLIN_03715	189
gene:ECOLIN_03720	165
gene:ECOLIN_03725	60
gene:ECOLIN_03730	1611
gene:ECOLIN_03735	111
gene:ECOLIN_03740	24
gene:ECOLIN_03745	237
gene:ECOLIN_03750	205
gene:ECOLIN_03755	611
gene:ECOLIN_03760	599
gene:ECOLIN_03765	359
gene:ECOLIN_03770	357
gene:ECOLIN_03775	127
gene:ECOLIN_03780	11
gene:ECOLIN_03785	9183
gene:ECOLIN_03790	9763
gene:ECOLIN_03800	1119
gene:ECOLIN_03805	379
gene:ECOLIN_03810	423
gene:ECOLIN_03815	325
gene:ECOLIN_03820	1341
gene:ECOLIN_03825	1552
gene:ECOLIN_03830	1251
gene:ECOLIN_03840	150
gene:ECOLIN_03845	27
gene:ECOLIN_03850	92
gene:ECOLIN_03855	113
gene:ECOLIN_03860	10
gene:ECOLIN_03865	10
gene:ECOLIN_03870	3
gene:ECOLIN_03875	2286
gene:ECOLIN_03880	1085
gene:ECOLIN_03885	416
gene:ECOLIN_03890	657
gene:ECOLIN_03895	2112
gene:ECOLIN_03900	21249
gene:ECOLIN_03905	454
gene:ECOLIN_03910	175
gene:ECOLIN_03915	170
gene:ECOLIN_03920	201
gene:ECOLIN_03925	342
gene:ECOLIN_03930	171
gene:ECOLIN_03935	289
gene:ECOLIN_03940	476
gene:ECOLIN_03945	134
gene:ECOLIN_03950	137
gene:ECOLIN_03955	89
gene:ECOLIN_03960	518
gene:ECOLIN_03965	62
gene:ECOLIN_03980	19
gene:ECOLIN_03985	106
gene:ECOLIN_03990	79
gene:ECOLIN_03995	148
gene:ECOLIN_04000	472
gene:ECOLIN_04005	1026
gene:ECOLIN_04010	1380
gene:ECOLIN_04015	974
gene:ECOLIN_04020	487
gene:ECOLIN_04025	188
gene:ECOLIN_04030	125
gene:ECOLIN_04035	5144
gene:ECOLIN_04040	173
gene:ECOLIN_04045	844
gene:ECOLIN_04050	694
gene:ECOLIN_04055	359
gene:ECOLIN_04060	81
gene:ECOLIN_04065	301
gene:ECOLIN_04070	2877
gene:ECOLIN_04080	90
gene:ECOLIN_04085	369
gene:ECOLIN_04090	191
gene:ECOLIN_04095	330
gene:ECOLIN_04100	202
gene:ECOLIN_04105	757
gene:ECOLIN_04110	4
gene:ECOLIN_04115	2560
gene:ECOLIN_04120	2691
gene:ECOLIN_04125	2083
gene:ECOLIN_04130	149
gene:ECOLIN_04135	11
gene:ECOLIN_04140	713
gene:ECOLIN_04145	1020
gene:ECOLIN_04150	2406
gene:ECOLIN_04155	2881
gene:ECOLIN_04160	2737
gene:ECOLIN_04165	115
gene:ECOLIN_04170	171
gene:ECOLIN_04175	771
gene:ECOLIN_04180	80
gene:ECOLIN_04185	282
gene:ECOLIN_04190	485
gene:ECOLIN_04195	631
gene:ECOLIN_04200	3655
gene:ECOLIN_04205	51015
gene:ECOLIN_04210	48
gene:ECOLIN_04215	15706
gene:ECOLIN_04220	195
gene:ECOLIN_04230	302
gene:ECOLIN_04235	136
gene:ECOLIN_04240	736
gene:ECOLIN_04245	99
gene:ECOLIN_04250	178
gene:ECOLIN_04255	156
gene:ECOLIN_04260	18
gene:ECOLIN_04265	75
gene:ECOLIN_04270	112
gene:ECOLIN_04275	170
gene:ECOLIN_04280	783
gene:ECOLIN_04285	554
gene:ECOLIN_04290	367
gene:ECOLIN_04295	142
gene:ECOLIN_04300	50
gene:ECOLIN_04305	71
gene:ECOLIN_04310	126
gene:ECOLIN_04315	114
gene:ECOLIN_04320	14955
gene:ECOLIN_04325	247
gene:ECOLIN_04330	152
gene:ECOLIN_04335	2458
gene:ECOLIN_04340	396
gene:ECOLIN_04345	290
gene:ECOLIN_04350	169
gene:ECOLIN_04355	57
gene:ECOLIN_04360	93
gene:ECOLIN_04365	63
gene:ECOLIN_04370	50
gene:ECOLIN_04375	0
gene:ECOLIN_04380	0
gene:ECOLIN_04385	1042
gene:ECOLIN_04390	1259
gene:ECOLIN_04395	5524
gene:ECOLIN_04400	79
gene:ECOLIN_04405	219
gene:ECOLIN_04410	234
gene:ECOLIN_04415	193
gene:ECOLIN_04420	5467
gene:ECOLIN_04425	1497
gene:ECOLIN_04430	365
gene:ECOLIN_04435	576
gene:ECOLIN_04440	146
gene:ECOLIN_04445	120
gene:ECOLIN_04450	55
gene:ECOLIN_04455	52
gene:ECOLIN_04460	75
gene:ECOLIN_04465	221
gene:ECOLIN_04470	193
gene:ECOLIN_04475	826
gene:ECOLIN_04480	816
gene:ECOLIN_04485	1055
gene:ECOLIN_04490	362
gene:ECOLIN_04495	400
gene:ECOLIN_04500	877
gene:ECOLIN_04505	5917
gene:ECOLIN_04510	29
gene:ECOLIN_04515	56
gene:ECOLIN_04520	136
gene:ECOLIN_04535	1314
gene:ECOLIN_04545	1006
gene:ECOLIN_04550	1004
gene:ECOLIN_04555	386
gene:ECOLIN_04565	7427
gene:ECOLIN_04570	4954
gene:ECOLIN_04575	53797
gene:ECOLIN_04585	56
gene:ECOLIN_04590	15
gene:ECOLIN_04595	63
gene:ECOLIN_04600	376
gene:ECOLIN_04605	276
gene:ECOLIN_04610	703
gene:ECOLIN_04615	941
gene:ECOLIN_04620	1516
gene:ECOLIN_04625	661
gene:ECOLIN_04630	456
gene:ECOLIN_04635	5835
gene:ECOLIN_04640	241
gene:ECOLIN_04645	65
gene:ECOLIN_04650	135
gene:ECOLIN_04655	226
gene:ECOLIN_04660	2400
gene:ECOLIN_04665	3388
gene:ECOLIN_04675	6373
gene:ECOLIN_04680	110
gene:ECOLIN_04685	207
gene:ECOLIN_04690	2380
gene:ECOLIN_04695	400
gene:ECOLIN_04700	155
gene:ECOLIN_04705	488
gene:ECOLIN_04710	6101
gene:ECOLIN_04715	1926
gene:ECOLIN_04720	180
gene:ECOLIN_04725	314
gene:ECOLIN_04735	93
gene:ECOLIN_04740	172
gene:ECOLIN_04745	668
gene:ECOLIN_04750	675
gene:ECOLIN_04755	109
gene:ECOLIN_04760	162
gene:ECOLIN_04765	143
gene:ECOLIN_04770	132
gene:ECOLIN_04775	552
gene:ECOLIN_04780	5469
gene:ECOLIN_04785	1034
gene:ECOLIN_04790	880
gene:ECOLIN_04795	3053
gene:ECOLIN_04805	627
gene:ECOLIN_04810	1420
gene:ECOLIN_04815	651
gene:ECOLIN_04820	2113
gene:ECOLIN_04825	40
gene:ECOLIN_04830	6
gene:ECOLIN_04835	11
gene:ECOLIN_04840	28
gene:ECOLIN_04845	40
gene:ECOLIN_04850	59
